achúra,menudencias,menudencia,N,C,F,P
apyka,asiento,asiento,N,C,M,S
apyka,asientos,asiento,N,C,M,P
apyka,banco,banco,N,C,M,S
apyka,bancos,banco,N,C,M,P
apyka,silla,silla,N,C,F,S
apyka,sillas,silla,N,C,F,P
apyka,escaño,escaño,N,C,M,S
apyka,escaños,escaño,N,C,M,P
apyngua,narices,nariz,N,C,F,P
apyngua,nariz,nariz,N,C,F,S
apyngua,hocico,hocico,N,C,M,S
apyngua,hocicos,hocico,N,C,M,P
apype,cumbre,cumbre,N,C,F,S
apype,cumbres,cumbre,N,C,F,P
apysa,oído,oído,N,C,M,S
apysa,oídos,oído,N,C,M,P
apysa'ỹ,sordera,sordera,N,C,F,S
apysa'ỹ,sorderas,sordera,N,C,F,P
apyte,centro,centro,N,C,M,S
apyte,centros,centro,N,C,M,P
apyte,medio,medio,N,C,M,S
apyte,medios,medio,N,C,M,P
apyte,coronilla,coronilla,N,C,F,S
apyte,coronillas,coronilla,N,C,F,P
apytere,centro,centro,N,C,M,S
apytere,centros,centro,N,C,M,P
apytere,medio,medio,N,C,M,S
apytere,medios,medio,N,C,M,P
apytere,médula,médula,N,C,F,S
apytere,médulas,médula,N,C,F,P
apytere,coronilla,coronilla,N,C,F,S
apytere,coronillas,coronilla,N,C,F,P
apytu'ũ,cerebro,cerebro,N,C,M,S
apytu'ũ,cerebros,cerebro,N,C,M,P
apytu'ũ,juicio,juicio,N,C,M,S
apytu'ũ,juicios,juicio,N,C,M,P
apytu'ũ,entendimiento,entendimiento,N,C,M,S
apytu'ũ,entendimientos,entendimiento,N,C,M,P
apytu'ũ,intelecto,intelecto,N,C,M,S
apytu'ũ,intelectos,intelecto,N,C,M,P
apytu'ũ,mollera,mollera,N,C,F,S
apytu'ũ,molleras,mollera,N,C,F,P
apytu'ũ,mente,mente,N,C,F,S
apytu'ũ,mentes,mente,N,C,F,P
apytu'ũroky,pensamiento,pensamiento,N,C,M,S
apytu'ũroky,pensamientos,pensamiento,N,C,M,P
apytu'ũroky,idea,idea,N,C,F,S
apytu'ũroky,ideas,idea,N,C,F,P
apytĩ,vínculo,vínculo,N,C,M,S
apytĩ,vínculos,vínculo,N,C,M,P
apytĩ,lazo,lazo,N,C,M,S
apytĩ,lazos,lazo,N,C,M,P
apytĩ,unión,unión,N,C,F,S
apytĩ,uniones,unión,N,C,F,P
apytĩ,uniónes,unión,N,C,F,P
apytĩ,nexo,nexo,N,C,M,S
apytĩ,nexos,nexo,N,C,M,P
apytĩha,ligadura,ligadura,N,C,F,S
apytĩha,ligaduras,ligadura,N,C,F,P
apytĩmby,bulto,bulto,N,C,M,S
apytĩmby,bultos,bulto,N,C,M,P
apytĩmby,paquete,paquete,N,C,M,S
apytĩmby,paquetes,paquete,N,C,M,P
apytĩmby,envoltorio,envoltorio,N,C,M,S
apytĩmby,envoltorios,envoltorio,N,C,M,P
apytĩmby,atado,atado,N,C,M,S
apytĩmby,atados,atado,N,C,M,P
apytĩngue,nudo,nudo,N,C,M,S
apytĩngue,nudos,nudo,N,C,M,P
apáva,paralítica,paralítico,N,C,F,S
apáva,paralíticas,paralítico,N,C,F,P
apáva,paralítico,paralítico,N,C,M,S
apáva,paralíticos,paralítico,N,C,M,P
apéro,silla,silla,N,C,F,S
apéro,sillas,silla,N,C,F,P
apýra,punta,punta,N,C,F,S
apýra,puntas,punta,N,C,F,P
apýra,extremo,extremo,N,C,M,S
apýra,extremos,extremo,N,C,M,P
apýra,límite,límite,N,C,M,S
apýra,límites,límite,N,C,M,P
apýra,fin,fin,N,C,M,S
apýra,fines,fin,N,C,M,P
apýra,final,final,N,C,C,S
apýra,finales,final,N,C,C,P
apýra,cabo,cabo,N,C,M,S
apýra,cabos,cabo,N,C,M,P
apýra,tope,tope,N,C,M,S
apýra,topes,tope,N,C,M,P
apýra,orilla,orilla,N,C,F,S
apýra,orillas,orilla,N,C,F,P
apýra,ápice,ápice,N,C,M,S
apýra,ápices,ápice,N,C,M,P
apýra,remate,remate,N,C,M,S
apýra,remates,remate,N,C,M,P
apýra,término,término,N,C,M,S
apýra,términos,término,N,C,M,P
apỹi,punta,punta,N,C,F,S
apỹi,puntas,punta,N,C,F,P
apỹi,extremo,extremo,N,C,M,S
apỹi,extremos,extremo,N,C,M,P
apỹi,lazada,lazada,N,C,F,S
apỹi,lazadas,lazada,N,C,F,P
apỹi,nudo,nudo,N,C,M,S
apỹi,nudos,nudo,N,C,M,P
arahechauka,calendario,calendario,N,C,M,S
arahechauka,calendarios,calendario,N,C,M,P
arai,nube,nube,N,C,F,S
arai,nubes,nube,N,C,F,P
araity,cera,cera,N,C,F,S
araity,ceras,cera,N,C,F,P
arajere,año,año,N,C,M,S
arajere,años,año,N,C,M,P
araka,guacamayo,guacamayo,N,C,M,S
araka,guacamayos,guacamayo,N,C,M,P
aramboty,cumpleaños,cumpleaños,N,C,M,N
arandu,inteligencia,inteligencia,N,C,F,S
arandu,inteligencias,inteligencia,N,C,F,P
arandu,cultura,cultura,N,C,F,S
arandu,culturas,cultura,N,C,F,P
arandu,sabiduría,sabiduría,N,C,F,S
arandu,sabidurías,sabiduría,N,C,F,P
arandukaenda,biblioteca,biblioteca,N,C,F,S
arandukaenda,bibliotecas,biblioteca,N,C,F,P
arapaha,horizonte,horizonte,N,C,M,S
arapaha,horizontes,horizonte,N,C,M,P
arapa'ũ,plazo,plazo,N,C,M,S
arapa'ũ,plazos,plazo,N,C,M,P
arapokõindy,semana,semana,N,C,F,S
arapokõindy,semanas,semana,N,C,F,P
arapy,mundo,mundo,N,C,M,S
arapy,mundos,mundo,N,C,M,P
arapy,universo,universo,N,C,M,S
arapy,universos,universo,N,C,M,P
arapy,espacio,espacio,N,C,M,S
arapy,espacios,espacio,N,C,M,P
arapy,firmamento,firmamento,N,C,M,S
arapy,firmamentos,firmamento,N,C,M,P
arapyrendy,meteorito,meteorito,N,C,M,S
arapyrendy,meteoritos,meteorito,N,C,M,P
arapytu,ventilación,ventilación,N,C,F,S
arapytu,ventilaciones,ventilación,N,C,F,P
ararapo,horizonte,horizonte,N,C,M,S
ararapo,horizontes,horizonte,N,C,M,P
ararapo,panorama,panorama,N,C,M,S
ararapo,panoramas,panorama,N,C,M,P
ararasa,etapa,etapa,N,C,F,S
ararasa,etapas,etapa,N,C,F,P
ararembe,horizonte,horizonte,N,C,M,S
ararembe,horizontes,horizonte,N,C,M,P
araresa,intemperie,intemperie,N,C,F,S
araresa,intemperies,intemperie,N,C,F,P
araro'y,invierno,invierno,N,C,M,S
araro'y,inviernos,invierno,N,C,M,P
araro'ysã,fresco,fresco,N,C,M,S
araro'ysã,frescos,fresco,N,C,M,P
arasa,guayabo,guayabo,N,C,M,S
arasa,guayabos,guayabo,N,C,M,P
arasa,guayaba,guayaba,N,C,F,S
arasa,guayabas,guayaba,N,C,F,P
arasunu,trueno,trueno,N,C,M,S
arasunu,truenos,trueno,N,C,M,P
arasẽ,alba,alba,N,C,F,S
arasẽ,albas,alba,N,C,F,P
arasẽ,aurora,aurora,N,C,F,S
arasẽ,auroras,aurora,N,C,F,P
arasẽ,amanecer,amanecer,N,C,M,S
arasẽ,amaneceres,amanecer,N,C,M,P
aratiku,chirimoya,chirimoya,N,C,F,S
aratiku,chirimoyas,chirimoya,N,C,F,P
aratimbo,bruma,bruma,N,C,F,S
aratimbo,brumas,bruma,N,C,F,P
aratimbo,niebla,niebla,N,C,F,S
aratimbo,nieblas,niebla,N,C,F,P
aratiri,rayo,rayo,N,C,M,S
aratiri,rayos,rayo,N,C,M,P
aratiri,relámpago,relámpago,N,C,M,S
aratiri,relámpagos,relámpago,N,C,M,P
aratiri,centella,centella,N,C,F,S
aratiri,centellas,centella,N,C,F,P
aravai,tempestad,tempestad,N,C,F,S
aravai,tempestades,tempestad,N,C,F,P
aravai,tormenta,tormenta,N,C,F,S
aravai,tormentas,tormenta,N,C,F,P
aravera,relámpago,relámpago,N,C,M,S
aravera,relámpagos,relámpago,N,C,M,P
aravera,rayo,rayo,N,C,M,S
aravera,rayos,rayo,N,C,M,P
are,retardo,retardo,N,C,M,S
are,retardos,retardo,N,C,M,P
are,retraso,retraso,N,C,M,S
are,retrasos,retraso,N,C,M,P
are,mora,mora,N,C,F,S
are,moras,mora,N,C,F,P
are,atraso,atraso,N,C,M,S
are,atrasos,atraso,N,C,M,P
are,tardanza,tardanza,N,C,F,S
are,tardanzas,tardanza,N,C,F,P
arekue,demora,demora,N,C,F,S
arekue,demoras,demora,N,C,F,P
arete,fiesta,fiesta,N,C,F,S
arete,fiestas,fiesta,N,C,F,P
arigua,responsabilidad,responsabilidad,N,C,F,S
arigua,responsabilidades,responsabilidad,N,C,F,P
arro,arroces,arroz,N,C,M,P
arro,arroz,arroz,N,C,M,S
asaje,mediodía,mediodía,N,C,M,S
asaje,mediodías,mediodía,N,C,M,P
asaje,siesta,siesta,N,C,F,S
asaje,siestas,siesta,N,C,F,P
asajepyte,mediodía,mediodía,N,C,M,S
asajepyte,mediodías,mediodía,N,C,M,P
asu,izquierda,izquierda,N,C,F,S
asu,izquierdas,izquierda,N,C,F,P
asukary,almíbar,almíbar,N,C,M,S
asukary,almíbares,almíbar,N,C,M,P
asãi,propagación,propagación,N,C,F,S
asãi,propagaciones,propagación,N,C,F,P
asãi,radiación,radiación,N,C,F,S
asãi,radiaciones,radiación,N,C,F,P
ate'ỹ,pereza,pereza,N,C,F,S
ate'ỹ,perezas,pereza,N,C,F,P
ate'ỹ,apatía,apatía,N,C,F,S
ate'ỹ,apatías,apatía,N,C,F,P
ate'ỹ,desgano,desgano,N,C,M,S
ate'ỹ,desganos,desgano,N,C,M,P
ate'ỹ,ocio,ocio,N,C,M,S
ate'ỹ,ocios,ocio,N,C,M,P
ati'y,hombro,hombro,N,C,M,S
ati'y,hombros,hombro,N,C,M,P
atuakandu,joroba,joroba,N,C,F,S
atuakandu,jorobas,joroba,N,C,F,P
atuakandu,giba,giba,N,C,F,S
atuakandu,gibas,giba,N,C,F,P
atuakandu,jorobada,jorobado,N,C,F,S
atuakandu,jorobadas,jorobado,N,C,F,P
atuakandu,jorobado,jorobado,N,C,M,S
atuakandu,jorobados,jorobado,N,C,M,P
atuape,omóplato,omóplato,N,C,M,S
atuape,omóplatos,omóplato,N,C,M,P
atukupe,espalda,espalda,N,C,F,S
atukupe,espaldas,espalda,N,C,F,P
atukupe,espinazo,espinazo,N,C,M,S
atukupe,espinazos,espinazo,N,C,M,P
atukupe,lomo,lomo,N,C,M,S
atukupe,lomos,lomo,N,C,M,P
atukupe,trasero,trasero,N,C,M,S
atukupe,traseros,trasero,N,C,M,P
atukupe,retaguardia,retaguardia,N,C,F,S
atukupe,retaguardias,retaguardia,N,C,F,P
atukupe,omóplato,omóplato,N,C,M,S
atukupe,omóplatos,omóplato,N,C,M,P
atukupe,revés,revés,N,C,M,S
atukupe,reveses,revés,N,C,M,P
aty,grupo,grupo,N,C,M,S
aty,grupos,grupo,N,C,M,P
aty,conjunto,conjunto,N,C,M,S
aty,conjuntos,conjunto,N,C,M,P
aty,reunión,reunión,N,C,F,S
aty,reuniones,reunión,N,C,F,P
aty,partida,partida,N,C,F,S
aty,partidas,partida,N,C,F,P
aty,pila,pila,N,C,F,S
aty,pilas,pila,N,C,F,P
aty,montón,montón,N,C,M,S
aty,montones,montón,N,C,M,P
aty,montónes,montón,N,C,M,P
atyha,reunión,reunión,N,C,F,S
atyha,reuniones,reunión,N,C,F,P
atykaha,mazo,mazo,N,C,M,S
atykaha,mazos,mazo,N,C,M,P
atykaha,maza,maza,N,C,F,S
atykaha,mazas,maza,N,C,F,P
atykaha,pisón,pisón,N,C,M,S
atykaha,pisones,pisón,N,C,M,P
atãngue,dureza,dureza,N,C,F,S
atãngue,durezas,dureza,N,C,F,P
atãngue,solideces,solidez,N,C,F,P
atãngue,solidez,solidez,N,C,F,S
atõi,sonido,sonido,N,C,M,S
atõi,sonidos,sonido,N,C,M,P
atõi,aviso,aviso,N,C,M,S
atõi,avisos,aviso,N,C,M,P
atõi,alerta,alerta,N,C,F,S
atõi,alertas,alerta,N,C,F,P
atõiha,músico,músico,N,C,M,S
atõiha,músicos,músico,N,C,M,P
atúa,nuca,nuca,N,C,F,S
atúa,nucas,nuca,N,C,F,P
atúa,pescuezo,pescuezo,N,C,M,S
atúa,pescuezos,pescuezo,N,C,M,P
atúa,cervices,cerviz,N,C,F,P
atúa,cerviz,cerviz,N,C,F,S
atúa,cogote,cogote,N,C,M,S
atúa,cogotes,cogote,N,C,M,P
atúa,espalda,espalda,N,C,F,S
atúa,espaldas,espalda,N,C,F,P
atýra,montón,montón,N,C,M,S
atýra,montones,montón,N,C,M,P
atýra,montónes,montón,N,C,M,P
atýra,bandada,bandada,N,C,F,S
atýra,bandadas,bandada,N,C,F,P
atĩ,canas,cana,N,C,F,P
atĩa,estornudo,estornudo,N,C,M,S
atĩa,estornudos,estornudo,N,C,M,P
aupa,placenta,placenta,N,C,F,S
aupa,placentas,placenta,N,C,F,P
ava,hombre,hombre,N,C,M,S
ava,hombres,hombre,N,C,M,P
ava,indígena,indígena,N,C,C,S
ava,indígenas,indígena,N,C,C,P
ava,persona,persona,N,C,F,S
ava,personas,persona,N,C,F,P
ava,individua,individuo,N,C,F,S
ava,individuas,individuo,N,C,F,P
ava,individuo,individuo,N,C,M,S
ava,individuos,individuo,N,C,M,P
ava,sujeto,sujeto,N,C,M,S
ava,sujetos,sujeto,N,C,M,P
avaite,persona,persona,N,C,F,S
avaite,personas,persona,N,C,F,P
avakachi,piña,piña,N,C,F,S
avakachi,piñas,piña,N,C,F,P
avakachi,ananás,ananás,N,C,M,N
avakachi,ananases,ananás,N,C,M,P
avakua,bucle,bucle,N,C,M,S
avakua,bucles,bucle,N,C,M,P
avakua,rizo,rizo,N,C,M,S
avakua,rizos,rizo,N,C,M,P
avakua,rodete,rodete,N,C,M,S
avakua,rodetes,rodete,N,C,M,P
avare,sacerdote,sacerdote,N,C,M,S
avare,sacerdotes,sacerdote,N,C,M,P
avare,cura,cura,N,C,C,S
avare,curas,cura,N,C,C,P
avare,clérigo,clérigo,N,C,M,S
avare,clérigos,clérigo,N,C,M,P
avaro'o'uha,caníbal,caníbal,N,C,M,S
avaro'o'uha,caníbales,caníbal,N,C,M,P
avati,maíces,maíz,N,C,M,P
avati,maíz,maíz,N,C,M,S
avatiky,choclo,choclo,N,C,M,S
avatiky,choclos,choclo,N,C,M,P
avatisoka,mano,mano,N,C,F,S
avatisoka,manos,mano,N,C,F,P
avatisoka,pisón,pisón,N,C,M,S
avatisoka,pisones,pisón,N,C,M,P
avatity,maizal,maizal,N,C,M,S
avatity,maizales,maizal,N,C,M,P
avañe'ẽ,guaraní,guaraní,N,C,C,S
avañe'ẽ,guaraníes,guaraní,N,C,C,P
avañe'ẽ,guaranís,guaraní,N,C,C,P
avañe'ẽ,guaraníses,guaraní,N,C,C,P
aña,diablo,diablo,N,C,M,S
aña,diablos,diablo,N,C,M,P
aña,demonio,demonio,N,C,M,S
aña,demonios,demonio,N,C,M,P
aña,malicia,malicia,N,C,F,S
aña,malicias,malicia,N,C,F,P
aña,maldad,maldad,N,C,F,S
aña,maldades,maldad,N,C,F,P
añaretã,infierno,infierno,N,C,M,S
añaretã,infiernos,infierno,N,C,M,P
añaretã'i,arrabal,arrabal,N,C,M,S
añaretã'i,arrabales,arrabal,N,C,M,P
añete,verdad,verdad,N,C,F,S
añete,verdades,verdad,N,C,F,P
añetegua,verdad,verdad,N,C,F,S
añetegua,verdades,verdad,N,C,F,P
añetegua,realidad,realidad,N,C,F,S
añetegua,realidades,realidad,N,C,F,P
añetegua,sinceridad,sinceridad,N,C,F,S
añetegua,sinceridades,sinceridad,N,C,F,P
añetembokuatiáva,escribano,escribano,N,C,M,S
añetembokuatiáva,escribanos,escribano,N,C,M,P
añete'ỹ,mentira,mentira,N,C,F,S
añete'ỹ,mentiras,mentira,N,C,F,P
añohapegua,intimidad,intimidad,N,C,F,S
añohapegua,intimidades,intimidad,N,C,F,P
añohapegua,soledad,soledad,N,C,F,S
añohapegua,soledades,soledad,N,C,F,P
añuã,abrazo,abrazo,N,C,M,S
añuã,abrazos,abrazo,N,C,M,P
añykã,quijada,quijada,N,C,F,S
añykã,quijadas,quijada,N,C,F,P
chamame,corredor,corredor,N,C,M,S
chamame,corredora,corredor,N,C,F,S
chamame,corredoras,corredor,N,C,F,P
chamame,corredores,corredor,N,C,M,P
chamame,enramada,enramada,N,C,F,S
chamame,enramadas,enramada,N,C,F,P
changui,ventaja,ventaja,N,C,F,S
changui,ventajas,ventaja,N,C,F,P
chara,lana,lana,N,C,F,S
chara,lanas,lana,N,C,F,P
cha'ĩ,arruga,arruga,N,C,F,S
cha'ĩ,arrugas,arruga,N,C,F,P
chentese,egoísmo,egoísmo,N,C,M,S
chentese,egoísmos,egoísmo,N,C,M,P
chesyasy,gorrión,gorrión,N,C,M,S
chesyasy,gorriona,gorrión,N,C,F,S
chesyasy,gorrionas,gorrión,N,C,F,P
chesyasy,gorriones,gorrión,N,C,M,P
chichã,chinche,chinche,N,C,F,S
chichã,chinches,chinche,N,C,F,P
chichĩ,mimo,mimo,N,C,M,S
chichĩ,mimos,mimo,N,C,M,P
chichĩ,caricia,caricia,N,C,F,S
chichĩ,caricias,caricia,N,C,F,P
chiri,diarrea,diarrea,N,C,F,S
chiri,diarreas,diarrea,N,C,F,P
chiripa,baticola,baticola,N,C,F,S
chiripa,baticolas,baticola,N,C,F,P
chiripa,taparrabo,taparrabo,N,C,M,S
chirirĩ,burbujeo,burbujeo,N,C,M,S
chirirĩ,burbujeos,burbujeo,N,C,M,P
chivi,gata,gato,N,C,F,S
chivi,gatas,gato,N,C,F,P
chivi,gato,gato,N,C,M,S
chivi,gatos,gato,N,C,M,P
chi'õ,lloro,lloro,N,C,M,S
chi'õ,lloros,lloro,N,C,M,P
chi'õ,queja,queja,N,C,F,S
chi'õ,quejas,queja,N,C,F,P
chochĩ,tordo,tordo,N,C,M,S
chochĩ,tordos,tordo,N,C,M,P
chochĩ,calandria,calandria,N,C,F,S
chochĩ,calandrias,calandria,N,C,F,P
chokokue,agricultor,agricultor,N,C,M,S
chokokue,agricultora,agricultor,N,C,F,S
chokokue,agricultoras,agricultor,N,C,F,P
chokokue,agricultores,agricultor,N,C,M,P
chokokue,labriega,labriego,N,C,F,S
chokokue,labriegas,labriego,N,C,F,P
chokokue,labriego,labriego,N,C,M,S
chokokue,labriegos,labriego,N,C,M,P
chokokue,granjera,granjero,N,C,F,S
chokokue,granjeras,granjero,N,C,F,P
chokokue,granjero,granjero,N,C,M,S
chokokue,granjeros,granjero,N,C,M,P
chororo,borbotón,borbotón,N,C,M,S
chororo,borbotones,borbotón,N,C,M,P
chovi,montón,montón,N,C,M,S
chovi,montones,montón,N,C,M,P
chovi,montónes,montón,N,C,M,P
chovi,pila,pila,N,C,F,S
chovi,pilas,pila,N,C,F,P
chuchu,susto,susto,N,C,M,S
chuchu,sustos,susto,N,C,M,P
chuchu,miedo,miedo,N,C,M,S
chuchu,miedos,miedo,N,C,M,P
chulu,bombacha,bombacha,N,C,F,S
chulu,bombachas,bombacha,N,C,F,P
chumbe,cinto,cinto,N,C,M,S
chumbe,cintos,cinto,N,C,M,P
chumbe,cinturón,cinturón,N,C,M,S
chumbe,cinturones,cinturón,N,C,M,P
churuchuchu,asonada,asonada,N,C,F,S
churuchuchu,asonadas,asonada,N,C,F,P
churuchuchu,barullo,barullo,N,C,M,S
churuchuchu,barullos,barullo,N,C,M,P
churuchuchu,rebelión,rebelión,N,C,F,S
churuchuchu,rebeliones,rebelión,N,C,F,P
churuchuchu,tiroteo,tiroteo,N,C,M,S
churuchuchu,tiroteos,tiroteo,N,C,M,P
churuchuchu,revuelta,revuelta,N,C,F,S
churuchuchu,revueltas,revuelta,N,C,F,P
churuchuchu,sedición,sedición,N,C,F,S
churuchuchu,sediciones,sedición,N,C,F,P
churugue,yesca,yesca,N,C,F,S
churugue,yescas,yesca,N,C,F,P
chúra,tripas,tripa,N,C,F,P
chúra,menudencias,menudencia,N,C,F,P
eichu,pléyades,pléyade,N,C,F,P
eiraity,cera,cera,N,C,F,S
eiraity,ceras,cera,N,C,F,P
eiraity,panal,panal,N,C,M,S
eiraity,panales,panal,N,C,M,P
eiru,abeja,abeja,N,C,F,S
eiru,abejas,abeja,N,C,F,P
emba'ekuaa,sabiduría,sabiduría,N,C,F,S
emba'ekuaa,sabidurías,sabiduría,N,C,F,P
emba'ekuaa,sapiencia,sapiencia,N,C,F,S
emba'ekuaa,sapiencias,sapiencia,N,C,F,P
emba'ekuaa,conocimiento,conocimiento,N,C,M,S
emba'ekuaa,conocimientos,conocimiento,N,C,M,P
emba'ekuaa,ciencia,ciencia,N,C,F,S
emba'ekuaa,ciencias,ciencia,N,C,F,P
etiguara,vate,vate,N,C,M,S
etiguara,vates,vate,N,C,M,P
eíra,miel,miel,N,C,F,S
eíra,mieles,miel,N,C,F,P
garupa,grupa,grupa,N,C,F,S
garupa,grupas,grupa,N,C,F,P
guaho,junco,junco,N,C,M,S
guaho,juncos,junco,N,C,M,P
guahu,aullido,aullido,N,C,M,S
guahu,aullidos,aullido,N,C,M,P
guahu,canción,canción,N,C,F,S
guahu,canciones,canción,N,C,F,P
guahẽ,llegada,llegada,N,C,F,S
guahẽ,llegadas,llegada,N,C,F,P
guaka,guacamayo,guacamayo,N,C,M,S
guaka,guacamayos,guacamayo,N,C,M,P
gualala,ruido,ruido,N,C,M,S
gualala,ruidos,ruido,N,C,M,P
gualala,sonido,sonido,N,C,M,S
gualala,sonidos,sonido,N,C,M,P
guapyha,silla,silla,N,C,F,S
guapyha,sillas,silla,N,C,F,P
guapyha,banco,banco,N,C,M,S
guapyha,bancos,banco,N,C,M,P
guapyha,asiento,asiento,N,C,M,S
guapyha,asientos,asiento,N,C,M,P
guapyha,base,base,N,C,C,S
guapyha,bases,base,N,C,C,P
guapyha,escaño,escaño,N,C,M,S
guapyha,escaños,escaño,N,C,M,P
guapyha,trasero,trasero,N,C,M,S
guapyha,traseros,trasero,N,C,M,P
guarara,ruido,ruido,N,C,M,S
guarara,ruidos,ruido,N,C,M,P
guarara,estrépito,estrépito,N,C,M,S
guarara,estrépitos,estrépito,N,C,M,P
guarara,estruendo,estruendo,N,C,M,S
guarara,estruendos,estruendo,N,C,M,P
guarara,bochinche,bochinche,N,C,M,S
guarara,bochinches,bochinche,N,C,M,P
guareporu,pomelo,pomelo,N,C,M,S
guareporu,pomelos,pomelo,N,C,M,P
guari,caña,caña,N,C,F,S
guari,cañas,caña,N,C,F,P
guari,aguardiente,aguardiente,N,C,M,S
guari,aguardientes,aguardiente,N,C,M,P
guarimbe,gansa,ganso,N,C,F,S
guarimbe,gansas,ganso,N,C,F,P
guarimbe,ganso,ganso,N,C,M,S
guarimbe,gansos,ganso,N,C,M,P
guaripóla,caña,caña,N,C,F,S
guaripóla,cañas,caña,N,C,F,P
guaripóla,aguardiente,aguardiente,N,C,M,S
guaripóla,aguardientes,aguardiente,N,C,M,P
guaripóla,licor,licor,N,C,M,S
guaripóla,licores,licor,N,C,M,P
guasu,cierva,ciervo,N,C,F,S
guasu,ciervas,ciervo,N,C,F,P
guasu,ciervo,ciervo,N,C,M,S
guasu,ciervos,ciervo,N,C,M,P
guasu,venado,venado,N,C,M,S
guasu,venados,venado,N,C,M,P
guasu,reno,reno,N,C,M,S
guasu,renos,reno,N,C,M,P
guasu,gacela,gacela,N,C,F,S
guasu,gacelas,gacela,N,C,F,P
guasu,gamo,gamo,N,C,C,S
guasu,gamos,gamo,N,C,C,P
guasuha,magnitud,magnitud,N,C,F,S
guasuha,magnitudes,magnitud,N,C,F,P
guasuha,grandor,grandor,N,C,M,S
guasuha,grandores,grandor,N,C,M,P
guasuvira,cierva,ciervo,N,C,F,S
guasuvira,ciervas,ciervo,N,C,F,P
guasuvira,ciervo,ciervo,N,C,M,S
guasuvira,ciervos,ciervo,N,C,M,P
guata,andar,andar,N,C,M,S
guata,andares,andar,N,C,M,P
guata,paseo,paseo,N,C,M,S
guata,paseos,paseo,N,C,M,P
guata,paso,paso,N,C,M,S
guata,pasos,paso,N,C,M,P
guata,tranco,tranco,N,C,M,S
guata,trancos,tranco,N,C,M,P
guata,viaje,viaje,N,C,M,S
guata,viajes,viaje,N,C,M,P
guataha,vía,vía,N,C,F,S
guataha,vías,vía,N,C,F,P
guataha,vereda,vereda,N,C,F,S
guataha,veredas,vereda,N,C,F,P
guataha,paseo,paseo,N,C,M,S
guataha,paseos,paseo,N,C,M,P
guataha,pasadizo,pasadizo,N,C,M,S
guataha,pasadizos,pasadizo,N,C,M,P
guataha,calle,calle,N,C,F,S
guataha,calles,calle,N,C,F,P
guataha,sendero,sendero,N,C,M,S
guataha,senderos,sendero,N,C,M,P
guataha,senda,senda,N,C,F,S
guataha,sendas,senda,N,C,F,P
guataha,recorrido,recorrido,N,C,M,S
guataha,recorridos,recorrido,N,C,M,P
guatahára,viajera,viajero,N,C,F,S
guatahára,viajeras,viajero,N,C,F,P
guatahára,viajero,viajero,N,C,M,S
guatahára,viajeros,viajero,N,C,M,P
guatapu,trompeta,trompeta,N,C,F,S
guatapu,trompetas,trompeta,N,C,F,P
guatapu,tambor,tambor,N,C,M,S
guatapu,tambores,tambor,N,C,M,P
guater,inodoro,inodoro,N,C,M,S
guater,inodoros,inodoro,N,C,M,P
gua'a,chichón,chichón,N,C,M,S
gua'a,chichones,chichón,N,C,M,P
gua'a,abolladura,abolladura,N,C,F,S
gua'a,abolladuras,abolladura,N,C,F,P
gua'a,protuberancia,protuberancia,N,C,F,S
gua'a,protuberancias,protuberancia,N,C,F,P
gua'a,papagayo,papagayo,N,C,M,S
gua'a,papagayos,papagayo,N,C,M,P
gua'a,guacamayo,guacamayo,N,C,M,S
gua'a,guacamayos,guacamayo,N,C,M,P
guejyha,bajada,bajada,N,C,F,S
guejyha,bajadas,bajada,N,C,F,P
guejyha,rampa,rampa,N,C,F,S
guejyha,rampas,rampa,N,C,F,P
"guembe,_guembepi",liana,liana,N,C,F,S
"guembe,_guembepi",lianas,liana,N,C,F,P
guerere,palabrería,palabrería,N,C,F,S
guerere,palabrerías,palabrería,N,C,F,P
guerohory,felicitación,felicitación,N,C,F,S
guerohory,felicitaciones,felicitación,N,C,F,P
guerohory,pláceme,pláceme,N,C,M,S
guerohory,plácemes,pláceme,N,C,M,P
guerohory,congratulación,congratulación,N,C,F,S
guerohory,congratulaciones,congratulación,N,C,F,P
guerombyasy,pésames,pésame,N,C,M,P
guevi,retroceso,retroceso,N,C,M,S
guevi,retrocesos,retroceso,N,C,M,P
guevi,rebote,rebote,N,C,M,S
guevi,rebotes,rebote,N,C,M,P
guevi,regresión,regresión,N,C,F,S
guevi,regresiones,regresión,N,C,F,P
gue'ẽ,vómito,vómito,N,C,M,S
gue'ẽ,vómitos,vómito,N,C,M,P
gue'ẽ,náusea,náusea,N,C,F,S
gue'ẽ,náuseas,náusea,N,C,F,P
guilili,murmullo,murmullo,N,C,M,S
guilili,murmullos,murmullo,N,C,M,P
guy,fondo,fondo,N,C,M,S
guy,fondos,fondo,N,C,M,P
guyra,ave,ave,N,C,F,S
guyra,aves,ave,N,C,F,P
guyra,pájaro,pájaro,N,C,M,S
guyra,pájaros,pájaro,N,C,M,P
guyrajetapa,tijereta,tijereta,N,C,F,S
guyrajetapa,tijeretas,tijereta,N,C,F,P
guyraju,canaria,canario,N,C,F,S
guyraju,canarias,canario,N,C,F,P
guyraju,canario,canario,N,C,M,S
guyraju,canarios,canario,N,C,M,P
guyrajura,hornera,hornero,N,C,F,S
guyrajura,horneras,hornero,N,C,F,P
guyrajura,hornero,hornero,N,C,M,S
