las reservas , ñongatupykuéra
la falsa publicidad , momarandu pokarẽ
de ,de
confirmó ,omoañetekuri *
hoy ,ko'ára
el presidente , mburuvicha
de su país ,i_ tetã _gua
asistirá ,asistirá
la ,la
de ,de
de ,de
celebrará ,oropurahéit *
y ,ha
de ,de
junio ,junio
de ,de
gran ,gran
trascendencia ,trascendencia
puesto ,koty'i
de ,de
la ,la
frente ,tenonde
a los grandes desafíos , jeporohekakuéra tuicha _pe
nos ,nos
manifestó a la prensa peruana ,ho'ytakuri *  jopyha peruana _pe
dijo ,ho'ytakuri *
el presidente , mburuvicha
de ,de
el doctor , pohanohára
estará la próxima semana ,oikot *  arapokõindy kyta'i
para ,opyta *
en la reunión , ko'i _pe
de ,de
la ,la
indicó ,indicó
acudirán ,ohua'ĩt *
los presidentes , mburuvichakuéra
de ,de
de ,de
de ,de
y ,ha
de ,de
expresó ,ho'ytakuri *
estarán ,oimet *
los ,los
cinco ,cinco
mandatarios ,mburuvichakuéra
andinos ,andinos
de ,de
integración ,integración
impulsan sus países ,omyaña * i_ tetãnguéra
hace ,omba'apo *
más ,más
de ,de
años ,arajerekuéra
cabecilla ,mburuvicha
de una intentona golpista ,una intentona golpista _gua
salió ,osẽkuri *
hoy ,ko'ára
de ,de
tiene ,oreko *
retenidas ,retenidas
personas ,avakuéra
para ,omombyta *
y ,ha
atraviesa ,atraviesa
hace ,ojapo *
días ,árakuéra
ha ,oĩ *
definido ,definido
su acción ,i_ tembiapo
como ,ha'u *
golpe ,pete
de ,de
civil ,civil
favor ,ñepytyvõ
de ,de
nativos ,nativos
fiyianos ,fiyianos
dejó el recinto ,dejó  koty
de ,de
de ,de
soldados ,soldados
hoy ,ko'ára
encabeza el comandante ,omotenonde *  mburuvicha
de ,de
puntos ,puntos
la ,la
exige el fin de la ley marcial ,exige  hupytypyrã  tembiapoukapy marcial _gui
y ,ha
concreto ,concreto
uno ,ajuaju *
formó ,ojapokuri *
de ,de
mayo ,mayo
tiene ,oreko *
el mandato , tembiapoukapy
de el pueblo , tetama _gua
la fuente , ykua
de ,de
pondrán ,omoĩt *
sobre ,sobre
la ,la
y ,ha
tendrá ,orekot *
lugar ,mamoha
su liberación ,i_ jora
ayer ,ayer
de ,de
de el presidente , mburuvicha _gua
pasado ,pasado
propuso ,propuso
éxito ,éxito
provisional ,provisional
una nueva ,una nueva
y ,ha
elecciones ,jeporavokuéra
democráticas ,democráticas
de ,de
años ,arajerekuéra
ha ,oime *
la ,la
a el gobierno democrático , porukái democrático _pe
de el presidente , mburuvicha _gua
y ,ha
por su parte ,i_ marandu rehe
condenado ,condenado
encabeza ,omoñepyrũ *
y ,ha
países ,tetãnguéra
como ,akaru *
y ,ha
están a la espera ,oĩ *  ta'arõ _me
de ,de
liberados ,liberados
para ,omombyta *
sanciones ,ñembyepotikuéra
contra ,contra
la senda , guataha
israelí ,israelí
llegó ,oguahẽkuri *
hoy ,ko'ára
jueves ,jueves
entrevistará con el presidente estadounidense ,oñomongetat *  mburuvicha estadounidense ndive
reunión ,ñembyaty
estaba ,oimemi *
para esta noche ,ojoko * ko pyharekue
segunda ,segunda
etapa ,ararasa
de el viaje , guata _gua
de el gobernante estadounidense , tendota estadounidense _gui
de ,de
procedente ,procedente
de ,de
aterrizó ,oguejykuri *
las ,las
hora ,hora
local ,apegua
en la base aérea , ropyta aérea _pe
de ,de
de ,de
israelí ,israelí
partió ,ohokuri *
medio ,mbytere
de ,de
fuertes ,pu'aka
medidas ,ta'ãhakuéra
de ,de
seguridad ,kyhyje'ỹ
de ,de
para ,ojoko *
entrevistará ,oñomongetat *
para ,opyta *
los nuevos pasos , guatakuéra pyahu
de ,de
paz ,angapyhy
de ,de
así ,apyhykuri *
de ,de
la ,la
encuentra ,ojuhu *
pasado ,pasado
conversó ,oñomongetakuri *
teléfono ,teléfono
ayer ,ayer
minutos ,minutos
con el presidente , mburuvicha _ndi
de ,de
la ,la
de ,de
las ,las
domingo ,domingo
ha ,oĩ *
revuelto ,revuelto
nacional ,nacional
invitado ,invitado
de ,de
piedra ,ita
el presidente , mburuvicha
de ,de
o ,térã
está ,oiko *
más ,más
de ,de
millones ,millones
de ,de
mexicanos ,mexicanos
han ,oĩ *
para ,opyta *
de ,de
de ,de
julio ,julio
próximo ,kyta'i
de ,de
los ,los
candidatos ,candidatos
de ,de
y ,ha
de ,de
la ,la
tienen ,oreko *
mayores ,tuichave
posibilidades ,jakuéra
de ,de
las elecciones , poravokuéra
de ,de
opinión ,ñeimo'ã
meses ,jasykuéra
líder ,líder
de ,de
de ,de
la ,la
tercera ,tercera
vez ,jey
aparece ,ojekuaa *
de ,de
tercero ,tercero
en las intenciones , potakuéra _pe
de ,de
votos ,poravokuéra
candidatos ,candidatos
apenas ,pepy'apy *
superan ,superan
juntos ,juntos
dos ,dos
ciento ,ciento
la campaña , okára
ha ,oĩ *
desarrollado ,desarrollado
incidentes ,incidentes
lamentables ,lamentables
de ,de
de ,de
las ,las
para ,opyta *
la ,la
lunes ,lunes
la compra , mba'eñemu
y ,ha
los obstáculos , jokohakuéra
a el libre voto , poravo nandi _pe
son los temas ,oha'e *  ñe'ẽmbyrãnguéra
más ,más
preocupan a los observadores extranjeros ,opy'apy *  ma'ẽhakuéra pytagua _pe
los observadores temen , ma'ẽhakuéra opy'amirĩ *
y ,ha
la compra , joguapyre
o ,térã
coacción ,coacción
de el voto , poravo _gua
favor ,apoporãmby
de ,de
admiten ,omoneĩ *
es ,oha'e *
difícil ,difícil
para las elecciones ,omombyta *  poravokuéra
espera la llegada ,ojerovia *  guahẽ
de ,de
más ,más
de ,de
observadores ,omañáva
extranjeros ,pytagua
procedentes ,procedentes
de ,de
países ,tetãnguéra
lo ,lo
mismo ,ae
meses ,jasykuéra
de la campaña política , okára política _gua
han ,oime *
estado ,tetã
insultos ,ja'okuéra
personales ,tee
y ,ha
han ,oĩ *
dicho ,ñe'enga
mariquita ,mariquita
feo ,váiro
tonto ,tavyrai
corrupto ,mbyaipyre
papas ,yvy'akuéra
fritas ,fritas
producto ,producto
chatarra ,chatarra
y ,ha
enano ,karape
la ,la
guerra ,ñorairõ
de ,de
palabras ,ñe'ẽnguekuéra
ha ,oĩ *
entretenido ,entretenido
a muchos mexicanos ,muchos mexicanos _pe
exigen ,exigen
vez ,ha
de ,de
de ,de
gobierno ,porukái
caso ,caso
de ,de
analistas ,analistas
locales ,apegua
había ,oĩmi *
sentido ,andu
el fantasma , póra
de la oposición , ñembohovái _gui
la residencia , tekoha
de ,de
hay ,oĩ *
aseguran ,omyatã *
podrá ,oikatut *
si ,si
logra una alianza sólida ,logra una alianza mbarete
pero ,jepéramo
candidato ,candidato
de ,de
ha ,oĩ *
esta semana ,ko arapokõindy
no hará ninguna alianza ,nomba'apoit * ninguna alianza
ha ,oime *
frases ,frases
duras en los últimos días ,peare *  árakuéra últimos _pe
mismo ,ae
lunes ,lunes
no insistirá ,ndotu'uit *
de el poder , katu _gui
y ,ha
de ,de
de ,de
nexos ,apytĩnguéra
de ,de
abril ,abril
pasado ,pasado
los ,los
candidatos ,candidatos
nivel ,yvatekue
nacional ,nacional
de ,de
opinión ,ñeimo'ã
fue ,ohokuri *
ganado ,tymba
de ,de
mayo ,mayo
pero ,jepéramo
con la participación , ñemomarandu _ndi
de ,de
y ,ha
este ,kuarahysẽ
lo ,lo
ganó ,ganó
empresas ,empresas
consultoras ,consultoras
profesionales ,profesionales
de ,de
prensa ,jopyha
y ,ha
los ,los
declararon ,declararon
ganadores ,ganadores
igual ,koichaite
de las elecciones , tembiporavokuéra _gui
las dudas , py'amokõinguéra
sobre ,sobre
las ,las
ganará ,ganará
no han ,noĩri *
lo ,lo
parte ,marandu
obedece ,omboaje *
y ,ha
de ,de
opinión ,ñeimo'ã
hace ,omba'apo *
dos ,dos
semanas ,arapokõindykuéra
el escritor peruano , kuatiahaihára peruano
comentó ,comentó
de ,de
oposición ,ñembohovái
para ,ojoko *
fin ,tenonderã
años ,arajerekuéra
de ,de
en el poder , katu _pe
pero ,jepéramo
la opinión , ñeimo'ã
de ,de
fue ,ohokuri *
internos ,pypegua
de ,de
de ,de
incluso ,incluso
solicitó su expulsión de el país ,solicitó i_ ñemosẽ  tetã _gui
el escritor , kuatiahaihára
había ,oĩmi *
para ,ojoko *
libro ,kuatia
fiesta ,arete
el sucesor , riregua
de el actual presidente , mburuvicha ko'ãgagua _gua
de ,de
de ,de
años ,arajerekuéra
comenzará ,omboypyt *
de ,de
de ,de
diciembre ,diciembre
próximo ,kyta'i
el primer presidente , mburuvicha primer
de ,de
la ,la
falleció ,omanokuri *
los ,los
años ,arajerekuéra
informó ,omomarandukuri *
hoy ,ko'ára
jueves ,jueves
la ,la
búlgara ,búlgara
fue ,oha'ekuri *
ministro ,ministro
de ,de
de ,de
comunista ,comunista
de ,de
y ,ha
encabezó el grupo ,omyakãkuri *  aty
de ,de
miembros ,miembros
de ,de
acabó ,omohu'ãkuri *
entró ,osururukuri *
de ,de
comunista ,comunista
de ,de
años ,arajerekuéra
y ,ha
esforzó en la apertura ,esforzó  jepe'aha _pe
de el país , tetã _gua
el mundo , yvóra
la ,la
reiteró ,reiteró
hoy ,ko'ára
de ,de
de ,de
información ,momarandu
sobre ,sobre
ayer ,ayer
aseguró ,omombaretekuri *
había ,oĩmi *
la información conveniente , momarandu conveniente
recogida ,recogida
la ,la
afirmó ,afirmó
no ha ,noimei *
la información , momarandu
de ,de
dos ,dos
ocasiones ,jakuéra
no es ,ndoha'ei *
falta ,falta
de ,de
información ,momarandu
es ,oha'e *
ocultación ,ocultación
de ,de
información ,momarandu
dijo ,ho'ytakuri *
para ,ojoko *
de ,de
ayer ,ayer
de ,de
no fue ,ndohoikuri *
de ,de
recibo ,recibo
porque ,ajeve
vez ,ha
de ,de
de ,de
dedicó ,dedicó
y ,ha
de ,de
cuestiones ,cuestiones
no tienen ,ndorekoi *
nada ,nada
ver ,ver
de ,de
la ,la
sostuvo ,ojokokuri *
mantiene ,omongaru *
dinámica ,kyre'ỹ
de ,de
deterioro ,deterioro
y ,ha
colofón ,colofón
viernes ,viernes
y ,ha
y ,ha
sino ,sino
deterioro ,deterioro
y ,ha
parte ,pesẽngue
de ,de
comentó ,comentó
la ,la
reconoció ,okuaakuri *
el enfrentamiento , ñembohovake
nacionalistas ,nacionalistas
y ,ha
populares ,ka'avo
está ,oĩ *
a las relaciones institucionales , jokuaakuéra institucionales _pe
los ,los
vasco ,vasco
y ,ha
central ,apytere
las ,las
guardan las formas ,ombohyru *  ysajakuéra
de ,de
lo ,lo
responsabilizó ,responsabilizó
vio ,vio
difíciles ,difíciles
para la renovación ,ojoko *  ñembopyahu
de ,de
deben ,deben
de ,de
el próximo año , arajere kyta'i
y ,ha
dijo ,ho'ytakuri *
todos los ,todos los
gestos ,teteñe'ẽnguéra
y ,ha
pasos ,pasos
de ,de
evidencian ,evidencian
nula ,mba'evegua
voluntad ,tembipota
de ,de
las materias pendientes , mba'ekuéra pendientes
recogidas ,recogidas
de ,de
de ,de
y ,ha
viceportavoz ,viceportavoz
socialista ,socialista
de ,de
la ,la
de ,de
de ,de
ha ,oime *
la ,la
de ,de
con el fin , tenonderã ndive
de ,de
informe ,informe
sobre el proyecto , jejapose ári
de ,de
línea ,línea
de ,de
ha ,oĩ *
con esta petición ,ko jerure ndive
mismo ,ae
y ,ha
de ,de
las ,las
informó ,omomarandukuri *
hoy ,ko'ára
prensa ,jopyha
de este escrito ,ko tembihai _gua
de ,de
deberá ,deberá
ante ,ante
de ,de
lo ,lo
través ,través
de ,de
y ,ha
las perspectivas , tenonderãnguéra
sobre ,sobre
en este sentido ,ko andu _pe
terminaron los plazos ,ombopahakuri *  arapa'ũnguéra
de ,de
alegaciones ,alegaciones
públicas ,pavẽ
de el futuro , tenonderã _gua
lo ,lo
desean ,opota *
saber ,pokuaa
si ,si
el estado actual , tetã ko'ãgagua
de el proyecto , jejapose _gua
y ,ha
promesas ,ñe'ẽme'ẽnguéra
realizó ,ojapokuri *
la pasada , jehasa
campaña ,okára
electoral ,electoral
de ,de
de la petición , jerure _gui
son ,pu
y ,ha
de ,de
y ,ha
de ,de
y ,ha
y ,ha
de ,de
la salud , tekokatu
de ,de
las ,las
personas ,yvypórakuéra
retenidas ,retenidas
de ,de
de ,de
hombres ,avakuéra
intentan ,oñeha'ã *
una intentona golpista ha ,una intentona golpista oime *
por la tensión , pyatã rehe
la ,la
viven ,oikove *
de ,de
médicos ,médicos
los ,los
pudo ,oikatukuri *
hoy ,ko'ára
jueves ,jueves
el doctor , pohanohára
médico ,médico
privado ,privado
de ,de
primer ,primer
ministro ,ministro
fiyiano ,fiyiano
dijo ,ho'ytakuri *
varios ,varios
llevaban ,orahami *
días ,árakuéra
molestias ,angekóikuéra
y ,ha
ha ,oĩ *
dado ,dado
para ,ojoko *
por su parte ,i_ vo rupi
de ,de
la ,la
manifestó ,ho'ytakuri *
lo ,lo
más ,más
los ,los
encuentran ,ojuhu *
cinco ,cinco
mujeres ,kuñanguéra
es el ambiente deprimente ,oha'e *  jereha deprimente
viven ,oiko *
y ,ha
ministros ,ministros
de ,de
de ,de
y ,ha
diputados ,diputados
y ,ha
asistentes ,asistentes
personales ,tee
forman el grupo ,ojapo *  aty
de ,de
personas ,tapichakuéra
retenidas ,retenidas
por la fuerza , mbaretekue rehe
todos ,todos
los médicos , pohanohárakuéra
sufren ,orasy *
porque ,ajeve
de ,de
ante ,ante
y ,ha
el gobierno , tekuái
formaban ,ombohekomi *
había ,oĩmi *
elegido ,elegido
mayo ,mayo
de ,de
encabeza ,omoñepyrũ *
este ,kuarahysẽ
golpe ,ñembota
de ,de
civil ,civil
favor ,ñepytyvõ
de ,de
nativos ,nativos
fiyianos ,fiyianos
como ,ha'u *
ha ,oime *
definido ,definido
su acción ,i_ tembiapo
no ha ,noimei *
sí ,sí
de el gobierno , tekuái _gui
de ,de
y ,ha
negocia con un régimen militar ,oñemu * un régimen militar ndive
impuesto ,impuesto
en el país , tetã _me
pasado ,pasado
originó ,omboypykuri *
de ,de
mayo ,mayo
entró ,ondyrykuri *
hombres ,kuimba'ekuéra
el presidente , mburuvicha
de ,de
y ,ha
de ,de
de ,de
paz ,pytu'u
palestino ,palestino
israelíes ,israelíes
han ,oĩ *
en las últimas semanas , arapokõindykuéra últimas _pe
y ,ha
reunieron ,omono'õkuri *
hoy ,ko'ára
jueves ,jueves
hospeda ,omoguahẽ *
primero ,primero
de ,de
en un nuevo intento ,un intento pyahu _pe
parte ,vo
de ,de
de ,de
y ,ha
hoy ,ko'ára
han ,oĩ *
desarrollado ,desarrollado
fuentes ,yvukuéra
políticas ,políticas
israelíes ,israelíes
indicaron ,indicaron
quejará ,quejará
ante ,ante
parte ,marandu
de ,de
el presidente estadounidense habló , mburuvicha estadounidense omongetakuri *
teléfono ,teléfono
para ,opyta *
de ,de
vista ,resa
y ,ha
estudian las consecuencias ,ojetavy'o *  tapykueguakuéra
de ,de
puede ,oikatu *
una nueva situación ,una situación pyahu
de ,de
no ,no
hace ,ojapo *
de ,de
reunió ,omono'õkuri *
primer ,primer
ministro ,ministro
de ,de
país ,tetã
de ,de
turno ,ha
de ,de
la ,la
teléfono ,teléfono
para ,ojoko *
de ,de
las ,las
dos ,dos
partes ,vokuéra
manifestó ,ho'ytakuri *
la ,la
quiere ,oja'e *
para ,omombyta *
de ,de
paz ,akãguapy
sobre ,sobre
bases ,guapyhakuéra
fuertes ,pu'aka
no ,no
y ,ha
sino ,sino
dos ,dos
millares ,millares
de ,de
prostitutas ,prostitutas
de ,de
miles ,miles
de ,de
abogados ,abogados
y ,ha
médicos ,médicos
de ,de
todo ,todo
el país , tetã
y ,ha
varios líderes mundiales ,varios líderes mundiales
coincidirán estos días ,oñe'ẽjojat * ko'ã árakuéra
deberá ,deberá
prueba su capacidad ,prueba i_ tembiapokuaa
de ,de
organización ,organización
ante ,ante
semejante avalancha ,semejante avalancha
de ,de
acontecimientos ,tembiasakuéra
diversas actividades ,diversas actividades
van desde un congreso mundial ,oho * un congreso mundial guive
de ,de
prostitutas ,prostitutas
dificultarán la labor de la policía ,ombohasyt *  tembiapo  tahachi _gui
de ,de
este fin ,ko apýra
de ,de
semana ,arapokõindy
líderes ,líderes
de ,de
reformistas ,reformistas
de ,de
hoy ,ko'ára
festividad ,festividad
de ,de
la ,la
de ,de
y ,ha
de el niño , mitã'i _gui
de ,de
turistas ,turistas
aprovechan ,aprovechan
puente ,vovo
para ,opyta *
de los múltiples acontecimientos , tembiasakuéra múltiples _gui
mismo ,ae
tiempo ,ára
dan ,ome'ẽ *
cita ,cita
miles ,miles
de ,de
especialistas ,especialistas
y ,ha
expertos ,expertos
internacionales ,internacionales
preparan ,osako'i *
la cumbre , apype
de ,de
líderes ,líderes
reformistas ,reformistas
medio ,mbytere
de ,de
todo ,todo
dos ,dos
millares ,millares
de ,de
prostitutas ,prostitutas
procedentes ,procedentes
de ,de
países ,tetãnguéra
celebran ,oropurahéi *
de ,de
hoy ,ko'ára
un congreso ,un congreso
de ,de
cinco ,cinco
días ,árakuéra
centrado ,centrado
la atención , ñangareko
de su profesión ,i_ tembiapokuaa _gua
frente ,tenonde
de su reunión ,i_ ñembuaty _gui
de ,de
apoderarán ,apoderarán
de ,de
de las principales calles , tapekuéra pu'akave _gua
de ese mismo barrio ,pe tekoha ae _gui
pero ,jepéramo
de ,de
de ,de
será ,oha'et *
honores ,honores
militares ,militares
por el presidente alemán , mburuvicha alemán rupi
de ,de
distancia ,mombyrykue
la ,la
de ,de
los corredores , ogaguykuéra
de ,de
la ,la
darán los últimos golpes ,ombojárat *  petekuéra últimos
de ,de
pedal ,pedal
de su entrada triunfal ,i_ py'ajoko triunfal _gua
la visita , temiandu
de ,de
de ,de
vista ,tesapyso
logístico ,logístico
de las mayores pruebas , kuaara'ãnguéra guasuve _gui
de ,de
fuerza ,mbarete
de ,de
desde el aire , yvytu guive
alrededor ,alrededor
de ,de
policías ,tahachikuéra
y ,ha
de ,de
seguridad ,kyhyje'ỹ
nacionales ,nacionales
y ,ha
extranjeros ,pytagua
deberán ,deberán
velar ,velar
por la seguridad , kyhyje'ỹ rehe
y ,ha
a el tiempo , ára _pe
el tránsito , jeguata
de los ciudadanos , tavayguakuéra _gui
para ,ojoko *
como las numerosas fiestas ,ajepy'ajoko *  aretekuéra numerosas
infantiles ,infantiles
de estos días ,ã árakuéra _gui
serán ,oha'et *
lugar ,tenda
dudas ,py'amokõinguéra
los conductores , tendotakuéra
verán ,verán
a el tráfico , ñemu _pe
las principales arterias , tajyguekuéra pu'akave
como ,ajepy'ajoko *
la ,la
o ,térã
la ,la
propia ,tee
de ,de
acuden ,oje'ói *
jefes ,tuvichakuéra
de ,de
gobierno ,tekuái
y ,ha
de ,de
de ,de
una quincena ,una quincena
de ,de
países ,tetãnguéra
francés ,francés
o ,térã
los presidentes , mburuvichakuéra
de ,de
y ,ha
de ,de
y ,ha
de ,de
la ,la
la mirada , ma'ẽ
estará ,oĩt *
puesta ,ñemoĩ
cómo ,cómo
no ,no
de ,de
será ,oha'et *
primero ,primero
puesto ,koty'i
de ,de
en la cumbre , ru'ã _me
y ,ha
y ,ha
viajará ,oguatat *
para ,omombyta *
otorga ,ome'ẽ *
personas ,avakuéra
han ,oĩ *
alemanes ,alemanes
llevan ,oraha *
detalles ,sa'ihakuéra
sobre el recorrido , guataha ári
efectuará el presidente ,ojapot *  mburuvicha
fotos ,fotos
de ,de
alojará ,ombohupat *
