las reservas , ñongatupykuéra
de el pasado , pasado _gua
obligaron ,ojurakuri *
créditos ,créditos
dudosos ,dudosos
por un valor ,un py'aguasu rehe
de ,de
millones ,millones
de ,de
coronas ,coronas
millones ,millones
de ,de
dólares ,dólares
permitirá a el banco ,omboajet *  apyka _pe
su portafolio ,ij_ portafolio
es ,oha'e *
condición ,condición
básica ,básica
para ,ojoko *
en su privatización ,hi'_ privatización _pe
la nueva dirección , dirección pyahu
de el banco , guapyha _gua
está ,oiko *
prestigio de la institución ,prestigio  institución _gua
a el escándalo , escándalo _pe
por la violación , ñerairõ rupi
de los límites , apykuéra _gua
de ,de
crédito ,crédito
en sus negocios ,i_ ñemukuéra _pe
con las empresas austriacas , empresas austriacas _ndi
y ,ha
supusieron ,supusieron
pérdidas ,jerokañynguéra
a el banco , guapyha _pe
de ,de
millones ,millones
de ,de
dólares ,dólares
el año , arajere
pasado ,pasado
ese escándalo provocó ,ku escándalo oñe'ẽreitykuri *
amplios ,pyrusu
cambios ,ñembyekoviakuéra
de ,de
directivos ,directivos
a todos los ,todos los _pe
niveles ,jojahakuéra
desde su director general ,i_ sãmbyhyha pavẽ guive
y ,ha
presidente ,mburuvicha
y ,ha
otros miembros ,otros miembros
de la dirección , dirección _gua
personal ,tee
medio ,mbytere
tenía una plantilla ,arekomi * una plantilla
de ,de
empleados ,tembiguáikuéra
fines ,apýrakuéra
de ,de
fueron ,ohokuri *
el primer trimestre , trimestre primer
de el presente año , arajere oiméva _gui
y ,ha
funcionarios ,tembijokuáikuéra
fueron ,oha'ekuri *
a una filial ,una filial _pe
la reestructuración , reestructuración
de ,de
los ,los
otros bancos checos ,otros apykakuéra checos
está ,oĩ *
por la reducción , ñemomichĩ rupi
de el personal , personal _gui
la ,la
de ,de
de ,de
ha ,oĩ *
su plantilla ,hi'_ plantilla
los ,los
actuales ,ãgagua
y ,ha
tiene ,oguereko *
de el fin , tekorã _gua
de el año , arajere _gua
por el banco belga , guapyha belga rehe
y ,ha
de ,de
y ,ha
de ,de
preparan una reducción ,osako'i * una ñemomichĩ
moderada ,moderada
de sus plantillas ,i_ plantillas _gui
la reducción , ñemomichĩ
de ,de
plantilla ,plantilla
en los últimos dos , dos últimos _pe
años ,arajerekuéra
bancos ,apykakuéra
ha ,oĩ *
de ,de
alrededor ,alrededor
de ,de
funcionarios ,tembijokuáikuéra
pero ,jepéramo
siguen ,omoña *
de ,de
empleados ,tembiguáikuéra
la empresa canadiense , empresa canadiense
anunció el jueves ,okuaaukakuri *  jueves
ha ,oĩ *
a un acuerdo ,un oñoñe'ẽ _me
de ,de
principio ,ypy
para su fusión con la suiza ,opyta * i_ jehe'a  suiza ndive
establece el cambio ,omohenda *  jeva
de ,de
acciones ,tembiapokuéra
de ,de
de la empresa helvética , empresa helvética _gui
el acuerdo , ñe'ẽjoaju
supone ,supone
los accionistas recibirán un pago , accionistas oroguahẽt * un ñembyekovia
de ,de
capital ,capital
de ,de
francos ,japu'ỹva
suizos ,suizos
dólares ,dólares
y ,ha
un dividendo especial ,un dividendo poravopyre
de ,de
francos ,japu'ỹva
suizos ,suizos
dólares ,dólares
por cada acción ,cada tembiapo rehe
de ,de
el dividendo especial estará , dividendo poravopyre oimet *
condicionado ,condicionado
la entrega para el intercambio , entrega ojoko *  intercambio
de ,de
ciento ,ciento
de las acciones , tembiapokuéra _gui
circulación ,syry
de ,de
de ,de
cabo ,apy
la fusión creará una sociedad , jehe'a ojapot * una sociedad
ingresos ,jeikekuéra
combinados ,combinados
de ,de
millones ,millones
de ,de
dólares ,dólares
los beneficios económicos , beneficios económicos
inmediatos ,inmediatos
supondrán ,supondrán
un ahorro ,un ahorro
de ,de
millones ,millones
de ,de
dólares ,dólares
el acuerdo , jurupeteĩ
ha ,oĩ *
de ,de
el apoyo , pytyvõ
de ,de
uno de los principales accionistas ,ambojoaju *  principales accionistas _gui
de ,de
proporcionará ,ombopojáit *
ciento ,ciento
de las acciones , tembiapokuéra _gua
circulación ,syry
de ,de
para el intercambio ,ojoko *  intercambio
través ,través
de un comunicado ,un ñemomarandu _gua
de ,de
prensa ,jopyha
el presidente , mburuvicha
de ,de
señaló ,omoma'ẽkuri *
estoy ,aime *
seguro ,seguro
esta fusión proporcionará un significante valor a los accionistas ,ko jehe'a oropojáit * un py'aguasu significante  accionistas _pe
y ,ha
espero ,ajerovia *
las operaciones , operaciones
de ,de
y ,ha
en una nueva industria ,una industria pyahu _pe
líder ,líder
nivel ,jojaha
global ,global
en el sector , pehẽngue _pe
de el aluminio , aluminio _gui
y ,ha
por su parte ,i_ marandu rupi
el director ejecutivo , mburuvicha ejecutivo
de ,de
dijo ,ho'ytakuri *
la nueva compañía estará , compañía pyahu oimet *
mejor ,porãve
posición ,ñeĩha
para ,opyta *
las necesidades , temikotevẽnguéra
de sus clientes ,ij_ clientes _gui
es ,oha'e *
de las mayores empresas , empresas kakuaa _gua
de el mundo , yvy _gui
a la producción , producción _pe
de ,de
aluminio ,aluminio
cuenta ,cuenta
operaciones ,operaciones
países ,tetãnguéra
y ,ha
emplea ,oporu *
alrededor ,alrededor
de ,de
personas para la producción ,personas  producción g̃uarã
de ,de
aluminio ,aluminio
y ,ha
productos ,productos
derivados ,derivados
presente ,ãgagua
países ,tetãnguéra
y ,ha
empleados ,tembiguáikuéra
opera en el sector ,ojapo *  pehẽngue _pe
de la producción , producción _gua
de ,de
aluminio ,aluminio
y ,ha
el empaquetado , empaquetado
con una fuerte presencia ,una presencia mbarete ndive
en el sector , pehẽngue _pe
de ,de
la ,la
industria de el transporte ,industria  transporte _gua
y ,ha
de el embalaje , embalaje _gui
de ,de
productos ,productos
alimentarios ,alimentarios
cosméticos ,cosméticos
y ,ha
farmacéuticos ,farmacéuticos
el consumo , consumo
de ,de
café ,café
aumentó ,ombohetakuri *
cerca ,mongoraha
de ,de
ciento ,ciento
las estadísticas anuales , estadísticas anuales
de la empresa , empresa _gua
de ,de
embargo ,embargo
lo ,lo
largo de la década ,apoi *  década _gua
de ,de
los ,los
registró un descenso ,ojepovyvykuri * un jeguejy
calcula ,opapa *
y ,ha
ciento ,ciento
los alemanes toman un promedio , alemanes hoi'u * un ñemombyte
de ,de
kilos ,kilos
de ,de
café ,café
persona a el año ,persona  arajere _pe
los mayores bebedores , mayores bebedores
de ,de
café ,café
siguen ,omuña *
los escandinavos , escandinavos
cerca ,mongoraha
de ,de
kilos ,kilos
persona ,avaite
los ,los
más ,más
reservados ,reservados
son los portugueses ,oha'e *  portugueses
apenas ,pepy'apy *
kilos ,kilos
cabeza ,akã
a el año , arajere _pe
y ,ha
de ,de
junio ,junio
encontrarán ,ojuhut *
cerca ,mongoraha
de ,de
expertos ,expertos
de ,de
y ,ha
sobre ,sobre
café ,café
tratarán diversos temas ,oñemut * diversos ñe'ẽmbyrãnguéra
los ,los
están los peligros de la tecnología genética ,oĩ *  mongyhyjehakuéra  tecnología genética _gui
y ,ha
la búsqueda , teka
de ,de
nuevos ,pyahu
caminos ,tapekuéra
para la comercialización de el grano ,opyta *  comercialización  kuru _gua
la ,la
y ,ha
la ,la
investigan las circunstancias ,omboguyguy *  circunstancias
provocaron la grave crisis ,oporohekakuri *  crisis pohýi
puso ,omoĩkuri *
peligro el sistema bancario ,peligro  sistema bancario
financiero ,financiero
de ,de
la última semana , arapokõindy última
hoy ,ko'ára
jueves ,jueves
la ,la
calma a los mercados ,ombopy'aguapy *  ñemuhakuéra _pe
plena ,plena
campaña ,okára
para las elecciones municipales de el próximo domingo ,omombyta *  poravohakuéra municipales  domingo kyta'i _gui
esta crisis fue ,ko crisis ohokuri *
de ,de
de ,de
como ,ha'u *
amenaza a la seguridad nacional ,amenaza  kyhyje'ỹ nacional _me
a el tiempo , ára _pe
el primer ministro , ministro primer
la ,la
calificaba ,calificaba
de ,de
ataque ,rairõ
y ,ha
especulativo ,especulativo
los efectos negativos , ra'ykuekuéra negativos
plano ,sỹi
interno ,pypegua
fueron el pánico ,ohokuri *  pánico
y ,ha
la desconfianza , jepoyhu
de ,de
cientos ,cientos
de ,de
miles ,miles
de ,de
rumanos ,rumanos
en las autoridades , tendotakuéra _pe
de ,de
en el ámbito exterior , ámbito exterior _pe
aplazó ,ombo'arekuri *
ayer ,ayer
miércoles ,miércoles
la prolongación , prolongación
de el acuerdo , jurupeteĩ _gui
de ,de
importancia ,importancia
capital ,capital
para el relanzamiento económico de el país ,opyta *  relanzamiento económico  tetã _gua
la quiebra , jeso
de ,de
de ,de
mayor ,kakuaa
fondo ,hugua
mutuo ,mutuo
privado ,privado
desencadenó el pánico la ,omboikokuri *  la pánico
semana ,arapokõindy
pasada ,jehasa
personas ,yvypórakuéra
fue ,ohokuri *
seguida ,seguida
intentos ,intentos
desestabilizadores ,desestabilizadores
el mayor , mayor
de ,de
y ,ha
entidad ,entidad
la ,la
millones ,millones
de ,de
rumanos ,rumanos
colocaron sus ahorros ,okuapytĩkuri * ij_ ahorros
las pruebas , ha'ãnguéra
recogidas ,recogidas
la ,la
así ,ajapyhykuri *
como ,akaru *
informaciones ,momarandukuéra
de ,de
prensa ,jopyha
indican ,indican
fueron ,oha'ekuri *
grupos ,atykuéra
los ,los
difundieron ,omosarambikuri *
rumores ,je'ekuéra
sobre la inminente quiebra , jeso inminente ári
de ,de
través ,través
de ,de
llamadas ,ñehenóikuéra
telefónicas ,telefónicas
anónimas ,anónimas
y ,ha
mensajes ,ñe'ẽmondokuéra
correo ,correo
electrónico ,electrónico
de estas llamadas ,ko'ã ñehenóikuéra _gua
a el entrenador , entrenador _pe
de el equipo , equipo _gua
de ,de
fútbol ,fútbol
de ,de
comprobó ,comprobó
fue ,ohokuri *
desde un teléfono ,un teléfono guive
de la filial local , filial apegua _gua
de ,de
director ,director
ha ,oĩ *
hasta el fin , apy peve
de las investigaciones , investigaciones _gui
la firme intervención , intervención mbarete
de el primer ministro , ministro primer _gui
garantizó la solidez ,garantizó  mbaretekue
de ,de
la estabilidad , estabilidad
de las cotizaciones , cotizaciones _gua
de la moneda nacional , pirapire nacional _gui
la convicción , convicción
de la gente , mbya _gua
de ,de
fueron ,ohokuri *
víctimas ,víctimas
de ,de
manipulaciones ,manipulaciones
especulativas ,especulativas
contribuyeron ,contribuyeron
de ,de
nuevo ,pyahu
la calma , kirirĩ
la ,la
de este país ,ko tetã _gui
emitió ,emitió
hoy ,ko'ára
de ,de
detención ,detención
contra ,contra
la directiva de , de directiva
sociedad ,sociedad
administró ,administró
de ,de
un agujero ,un kua
de ,de
más ,más
de ,de
dólares ,dólares
de un total ,un total _gua
de ,de
millones ,millones
de ,de
dólares ,dólares
este fondo privado había ,ko kupe privado oimemi *
de la población , táva _gui
rumano ,rumano
anunció ,oñandukakuri *
hoy ,ko'ára
medidas ,ta'ãnguéra
legislativas ,legislativas
para ,ojoko *
el control , control
sobre los fondos mutuos , tuguakuéra mutuos ári
de ,de
inversiones ,inversiones
con el objetivo , jejaporã ndive
de ,de
el fraude , pokarẽ
el engaño , ñuhã
y ,ha
la falsa publicidad , momarandu añetegua'ỹ
el embajador , embajador
de ,de
confirmó ,omoañetekuri *
hoy ,ko'ára
el presidente , mburuvicha
de su país ,i_ tetã _gua
asistirá ,asistirá
la ,la
de ,de
de ,de
celebrará ,oropurahéit *
y ,ha
de ,de
junio ,junio
es una reunión ,oha'e * una aty
de ,de
gran ,gran
trascendencia ,trascendencia
puesto ,koty'i
hará la reafirmación de la necesidad ,omba'apot *  reafirmación  hýi _gui
de la unidad , unidad _gua
de ,de
la ,la
de la unidad , unidad _gui
de nuestra subregión ,ñane subregión _gua
frente ,renonde
a los grandes desafíos , jeporohekakuéra tuicha _pe
nos ,nos
presentan por la globalización ,ogueru *  globalización rehe
manifestó a la prensa peruana ,ho'ytakuri *  jopyha peruana _pe
dijo ,ho'ytakuri *
el presidente , mburuvicha
de ,de
el doctor , pohanohára
estará la próxima semana ,oimet *  arapokõindy kyta'i
para ,omombyta *
en la reunión , ko'i _pe
de ,de
la ,la
a esa cita ,ku cita _pe
indicó ,indicó
acudirán ,oje'óit *
los presidentes , mburuvichakuéra
de ,de
de ,de
de ,de
y ,ha
de ,de
es el anfitrión ,oha'e *  anfitrión
expresó ,ho'ytakuri *
estarán ,oimet *
los ,los
cinco ,cinco
mandatarios ,mburuvichakuéra
andinos ,andinos
sobre el proceso , proceso ári
de ,de
integración ,integración
impulsan sus países ,omomymýi * i_ tetãnguéra
hace ,ojapo *
más ,más
de ,de
años ,arajerekuéra
el empresario fiyiano , empresario fiyiano
cabecilla ,mburuvicha
de una intentona golpista ,una intentona golpista _gua
salió ,osẽkuri *
hoy ,ko'ára
de ,de
tiene ,oreko *
retenidas ,retenidas
personas ,avaitekuéra
para ,ojoko *
con los militares , militares ndive
y ,ha
una salida ,una sẽ
a la crisis , crisis _pe
atraviesa ,atraviesa
hace ,ojapo *
días ,árakuéra
ha ,oime *
definido ,definido
su acción ,i_ tembiapo
como ,ha'u *
golpe ,mbota
de ,de
civil ,civil
favor ,apoporãmby
de la comunidad , comunidad _gui
de ,de
nativos ,nativos
fiyianos ,fiyianos
dejó el recinto ,dejó  koty
de ,de
por un grupo ,un aty _re
de ,de
soldados ,soldados
los golpistas han , golpistas oime *
hoy ,ko'ára
a el régimen militar , régimen militar _pe
encabeza el comandante ,omoñepyrũ *  mburuvicha
una propuesta ,una propuesta
de ,de
puntos ,puntos
la ,la
exige el fin de la ley marcial ,exige  apýra  tembiapoukapy marcial _gui
el lunes , lunes
y ,ha
retorno de un gobierno civil ,ajevy * un tekuái civil _gua
concreto ,concreto
uno ,ambojoja *
los golpistas afirman , golpistas afirman
formó ,ojapokuri *
de ,de
mayo ,mayo
tiene ,oreko *
el mandato , tembiapoukapy
de el pueblo , tetama _gui
la fuente , ykua
parte de los militares ,oho *  militares _gua
los negociadores , negociadores
de ,de
pondrán ,omoĩt *
sobre ,sobre
la ,la
mesa el tema de los rehenes ,mesa  ñe'ẽmbyrã  rehenes _gua
y ,ha
tendrá ,oguerekot *
lugar ,mamo
su liberación ,i_ ñemosãso
ayer ,ayer
el régimen , régimen
de ,de
recibió las riendas de el país ,oroguahẽkuri *  riendas  tetã _gua
de el presidente , mburuvicha _gua
el lunes , lunes
pasado ,pasado
propuso ,propuso
éxito ,éxito
un gobierno militar ,un tekuái militar
provisional ,provisional
una nueva ,una nueva
y ,ha
elecciones ,poravohakuéra
democráticas ,democráticas
en un plazo ,un arapa'ũ _me
de ,de
años ,arajerekuéra
hasta la fecha , fecha peve
ha ,oĩ *
sus demandas ,i_ demandas
la ,la
a el gobierno democrático , porukái democrático _pe
de el primer ministro , ministro primer _gua
la retirada , retirada
de el presidente , mburuvicha _gui
y ,ha
la inmunidad , inmunidad
por su parte ,i_ vo rupi
la comunidad internacional ha , comunidad internacional oĩ *
condenado ,condenado
principio la intentona golpista ,añepyrũ *  intentona golpista
encabeza ,omyakã *
y ,ha
países ,tetãnguéra
como ,añemboapyte *
y ,ha
están a la espera ,oĩ *  ta'arõ _me
de ,de
los rehenes , rehenes
liberados ,liberados
para ,omombyta *
sanciones ,ñembohepykuéra
contra ,contra
la senda , tape
de la democracia , democracia _gua
el primer ministro , ministro primer
israelí ,israelí
llegó ,oguahẽkuri *
hoy ,ko'ára
jueves ,jueves
entrevistará con el presidente estadounidense ,oñomongetat *  mburuvicha estadounidense ndive
reunión ,ñembuaty
estaba ,oikomi *
para esta noche ,omombyta * ko pyharekue
segunda ,segunda
etapa ,ararasa
de el viaje , jeguata _gua
de el gobernante estadounidense , tendota estadounidense _gui
el avión , avión
de ,de
procedente ,procedente
de ,de
aterrizó ,oguejykuri *
las ,las
hora ,hora
local ,apegua
en la base aérea , topyta aérea _pe
de ,de
anexa a el aeropuerto internacional ,ombojuaju *  aeropuerto internacional _pe
de ,de
el primer ministro , ministro primer
israelí ,israelí
partió ,opesẽ'ãkuri *
medio ,mbytere
de ,de
fuertes ,mbarete
medidas ,ta'ãhakuéra
de ,de
seguridad ,kyhyje'ỹ
de ,de
para ,opyta *
con su homólogo portugués ,hi'_ homólogo portugués ndive
preside este semestre ,preside ko semestre
entrevistará ,oñomongetat *
