las reservas , ñongatupykuéra
partió ,ohokuri *
medio ,mbytere
de ,de
fuertes ,mbarete
medidas ,ta'ãnguéra
de ,de
seguridad ,kyhyje'ỹ
entrevistará ,oñomongetat *
los nuevos pasos , jehasahakuéra pyahu
de ,de
paz ,angapyhy
de ,de
así ,apyhykuri *
de ,de
la ,la
encuentra ,ojuhu *
pasado ,pasado
conversó ,oñomongetakuri *
teléfono ,teléfono
ayer ,ayer
con el presidente , mburuvicha ndive
de ,de
la ,la
de ,de
las ,las
domingo ,domingo
ha ,oime *
revuelto ,revuelto
nacional ,nacional
invitado ,invitado
de ,de
piedra ,ita
el presidente , mburuvicha
de ,de
está ,oiko *
más ,más
de ,de
millones ,millones
de ,de
mexicanos ,mexicanos
para ,opyta *
de ,de
de ,de
julio ,julio
próximo ,kyta'i
de ,de
los ,los
de ,de
y ,ha
de ,de
la ,la
tienen ,oguereko *
mayores ,guasuve
posibilidades ,jakuéra
de ,de
las elecciones , poravokuéra
de ,de
opinión ,ñeimo'ã
meses ,jasykuéra
líder ,líder
de ,de
de ,de
la ,la
tercera ,tercera
vez ,ha
aparece ,osẽ *
de ,de
tercero ,tercero
en las intenciones , potakuéra _pe
de ,de
votos ,poravokuéra
candidatos ,candidatos
apenas ,pepy'apy *
superan ,superan
juntos ,juntos
dos ,dos
ciento ,ciento
la campaña , okára
ha ,oime *
desarrollado ,desarrollado
incidentes ,incidentes
lamentables ,lamentables
de ,de
de ,de
las ,las
para ,omombyta *
la ,la
lunes ,lunes
la compra , mba'eñemu
y ,ha
los obstáculos , jokohakuéra
a el libre voto , poravo sãso _pe
son los temas ,oha'e *  ñe'ẽmbyrãnguéra
más ,más
preocupan a los observadores extranjeros ,opy'apy *  ma'ẽhakuéra ñande'ỹva _pe
los observadores temen , ma'ẽhakuéra opy'amirĩ *
y ,ha
la compra , tembijogua
o ,térã
coacción ,coacción
de el voto , poravo _gui
favor ,apoporãmby
de ,de
es ,oha'e *
difícil ,difícil
para las elecciones ,omombyta *  jeporavokuéra
espera la llegada ,ojerovia *  ñeguahẽ
de ,de
más ,más
de ,de
observadores ,jesape'áva
extranjeros ,ñande'ỹva
procedentes ,procedentes
de ,de
lo ,lo
mismo ,ae
meses ,jasykuéra
de la campaña política , okára política _gui
han ,oĩ *
estado ,tetã
insultos ,ja'okuéra
personales ,tee
han ,oĩ *
dicho ,ñe'enga
papas ,yvy'akuéra
fritas ,fritas
producto ,producto
chatarra ,chatarra
de ,de
palabras ,ñe'ẽnguéra
ha ,oĩ *
entretenido ,entretenido
a muchos mexicanos ,muchos mexicanos _pe
exigen ,exigen
vez ,jevy
de ,de
de ,de
gobierno ,porukái
caso ,caso
de ,de
analistas ,analistas
locales ,apegua
había ,oĩmi *
sentido ,andu
el fantasma , póra
de la oposición , ñembohovái _gui
la residencia , jeikoha
de ,de
si ,si
logra una alianza sólida ,logra una alianza mbarete
candidato ,candidato
de ,de
esta semana ,ko arapokõindy
no hará ninguna alianza ,nomba'apoit * ninguna alianza
frases ,frases
duras en los últimos días ,peare *  árakuéra últimos _pe
mismo ,ae
lunes ,lunes
no insistirá ,ndotu'uit *
de el poder , pokatu _gui
y ,ha
de ,de
nexos ,apytĩnguéra
de ,de
abril ,abril
pasado ,pasado
candidatos ,candidatos
nivel ,yvatekue
nacional ,nacional
de ,de
opinión ,ñeimo'ã
fue ,ohokuri *
ganado ,tymba
de ,de
mayo ,mayo
pero ,jepéramo
con la participación , jeike ndive
de ,de
lo ,lo
ganó ,ganó
empresas ,empresas
consultoras ,consultoras
profesionales ,profesionales
de ,de
prensa ,jopyha
y ,ha
los ,los
declararon ,declararon
ganadores ,ganadores
igual ,koichaite
de las elecciones , tembiporavokuéra _gui
las dudas , py'ahetakuéra
sobre ,sobre
las ,las
ganará ,ganará
no han ,noĩri *
parte ,marandu
obedece ,omboaje *
y ,ha
de ,de
opinión ,ñeimo'ã
hace ,omba'apo *
dos ,dos
semanas ,arapokõindykuéra
el escritor peruano , kuatiahaihára peruano
comentó ,comentó
de ,de
oposición ,ñembohovái
para ,ojoko *
fin ,apýra
años ,arajerekuéra
de ,de
en el poder , katu _pe
pero ,jepéramo
la opinión , ñeimo'ã
de ,de
internos ,pypegua
de ,de
de ,de
incluso ,incluso
solicitó su expulsión de el país ,solicitó i_ ñemosẽ  tetã _gua
el escritor , kuatiahaihára
para ,opyta *
libro ,kuatia
fiesta ,arete
el sucesor , mbuekovia
de el actual presidente , mburuvicha ko'ãgagua _gua
de ,de
de ,de
de ,de
de ,de
diciembre ,diciembre
próximo ,kyta'i
el primer presidente , mburuvicha primer
de ,de
la ,la
los ,los
informó ,omomarandukuri *
hoy ,ko'ára
fue ,oha'ekuri *
ministro ,ministro
de ,de
de ,de
comunista ,comunista
de ,de
y ,ha
encabezó el grupo ,omoñepyrũkuri *  aty
de ,de
miembros ,miembros
de ,de
entró ,osyrykuri *
de ,de
comunista ,comunista
de ,de
años ,arajerekuéra
y ,ha
esforzó en la apertura ,esforzó  jepe'aha _pe
de el país , tetã _gua
el mundo , arapy
reiteró ,reiteró
hoy ,ko'ára
de ,de
ayer ,ayer
aseguró ,omoañetekuri *
había ,oĩmi *
la información conveniente , momarandu conveniente
recogida ,recogida
no ha ,noĩri *
la información , momarandu
dos ,dos
ocasiones ,jakuéra
no es ,ndoha'ei *
falta ,falta
de ,de
información ,momarandu
es ,oha'e *
ocultación ,ocultación
de ,de
información ,momarandu
de ,de
ayer ,ayer
de ,de
no fue ,ndohoikuri *
de ,de
recibo ,recibo
porque ,ajeve
vez ,ha
de ,de
de ,de
dedicó ,dedicó
y ,ha
de ,de
cuestiones ,cuestiones
no tienen ,ndoguerekoi *
nada ,nada
de ,de
mantiene ,oreko *
dinámica ,kyre'ỹ
de ,de
deterioro ,deterioro
y ,ha
viernes ,viernes
y ,ha
y ,ha
sino ,sino
deterioro ,deterioro
y ,ha
parte ,mboja'opy
de ,de
el enfrentamiento , ñembohovake
nacionalistas ,nacionalistas
y ,ha
populares ,jehayhu
está ,oiko *
a las relaciones institucionales , jokuaakuéra institucionales _pe
vasco ,vasco
y ,ha
central ,apytere
las ,las
guardan las formas ,oñangareko *  ysajakuéra
de ,de
lo ,lo
responsabilizó ,responsabilizó
para la renovación ,opyta *  ñembopyahu
de ,de
deben ,deben
el próximo año , arajere kyta'i
y ,ha
dijo ,ho'ytakuri *
todos los ,todos los
gestos ,teteñe'ẽnguéra
y ,ha
pasos ,pasos
de ,de
evidencian ,evidencian
nula ,mba'evegua
voluntad ,pota
de ,de
las materias pendientes , mba'ekuéra pendientes
recogidas ,recogidas
de ,de
y ,ha
viceportavoz ,viceportavoz
socialista ,socialista
de ,de
la ,la
de ,de
la ,la
de ,de
con el fin , hupytypyrã _ndi
de ,de
informe ,informe
sobre el proyecto , jejapose ári
de ,de
línea ,línea
de ,de
con esta petición ,ko tembijerure ndive
mismo ,ae
y ,ha
de ,de
las ,las
informó ,omomarandukuri *
hoy ,ko'ára
prensa ,jopyha
de este escrito ,ko kuatia _gui
de ,de
ante ,ante
de ,de
través ,través
de ,de
y ,ha
las perspectivas , tenonderãnguéra
sobre ,sobre
en este sentido ,ko andu _pe
terminaron los plazos ,opakuri *  arapa'ũnguéra
de ,de
alegaciones ,alegaciones
públicas ,pavẽ
de el futuro , tenondegua _gui
lo ,lo
desean ,oãho *
saber ,pokuaa
si ,si
el estado actual , tetã ko'ãgagua
de el proyecto , jejapose _gui
y ,ha
promesas ,ñeñe'ẽme'ẽnguéra
la pasada , jehasa
campaña ,okára
electoral ,electoral
de la petición , jerure _gui
son ,pu
la salud , tekokatu
de ,de
las ,las
personas ,avaitekuéra
retenidas ,retenidas
de ,de
de ,de
hombres ,avakuéra
una intentona golpista ha ,una intentona golpista oime *
por la tensión , pyatã rupi
la ,la
de ,de
médicos ,médicos
los ,los
pudo ,oikatukuri *
hoy ,ko'ára
jueves ,jueves
el doctor , pohanohára
médico ,médico
privado ,privado
de ,de
primer ,primer
ministro ,ministro
fiyiano ,fiyiano
varios ,varios
llevaban ,oguerahami *
días ,árakuéra
molestias ,ñeko'õinguéra
y ,ha
ha ,oime *
dado ,dado
por su parte ,i_ pehẽngue rupi
de ,de
la ,la
más ,más
encuentran ,ojuhu *
cinco ,cinco
mujeres ,kuñanguéra
es el ambiente deprimente ,oha'e *  jereha deprimente
ministros ,ministros
de ,de
de ,de
y ,ha
diputados ,diputados
y ,ha
asistentes ,asistentes
personales ,tee
forman el grupo ,omoha'anga *  aty
de ,de
personas ,avakuéra
retenidas ,retenidas
por la fuerza , mbaretekue rupi
todos ,todos
los médicos , pohanohárakuéra
sufren ,orasy *
porque ,ajeve
de ,de
ante ,ante
y ,ha
el gobierno , tekuái
mayo ,mayo
de ,de
encabeza ,omoñepyrũ *
este ,kuarahysẽ
golpe ,mbota
de ,de
favor ,apoporãmby
de ,de
nativos ,nativos
fiyianos ,fiyianos
como ,akaru *
ha ,oime *
definido ,definido
su acción ,i_ tembiapo
no ha ,noimei *
sí ,sí
de el gobierno , porukái _gui
de ,de
y ,ha
negocia con un régimen militar ,oñemu * un régimen militar _ndi
impuesto ,impuesto
en el país , tetã _me
pasado ,pasado
originó ,omoheñóikuri *
de ,de
mayo ,mayo
entró ,osyrykuri *
el presidente , mburuvicha
de ,de
y ,ha
de ,de
de ,de
paz ,kirirĩ
palestino ,palestino
han ,oime *
en las últimas semanas , arapokõindykuéra últimas _pe
reunieron ,omono'õkuri *
hoy ,ko'ára
jueves ,jueves
hospeda ,ombohupa *
primero ,primero
de ,de
en un nuevo intento ,un intento pyahu _pe
parte ,pehẽngue
de ,de
y ,ha
hoy ,ko'ára
han ,oime *
desarrollado ,desarrollado
fuentes ,ña'ẽmbekuéra
políticas ,políticas
israelíes ,israelíes
indicaron ,indicaron
quejará ,quejará
ante ,ante
parte ,mboja'opy
de ,de
el presidente estadounidense habló , mburuvicha estadounidense oñemongetakuri *
teléfono ,teléfono
de ,de
vista ,tesa
estudian las consecuencias ,oñemoarandu *  tapykueguakuéra
de ,de
una nueva situación ,una situación pyahu
de ,de
no ,no
de ,de
reunió ,ombyatykuri *
primer ,primer
ministro ,ministro
de ,de
de ,de
turno ,ha
de ,de
la ,la
teléfono ,teléfono
de ,de
las ,las
dos ,dos
partes ,vokuéra
manifestó ,ho'ytakuri *
de ,de
paz ,angapyhy
sobre ,sobre
bases ,topytakuéra
fuertes ,mbarete
y ,ha
dos ,dos
millares ,millares
de ,de
prostitutas ,prostitutas
de ,de
miles ,miles
de ,de
abogados ,abogados
y ,ha
médicos ,médicos
de ,de
todo ,todo
el país , tetã
y ,ha
varios líderes mundiales ,varios líderes mundiales
coincidirán estos días ,oñe'ẽjojat * ko'ã árakuéra
prueba su capacidad ,prueba i_ tembiapokuaa
de ,de
organización ,organización
ante ,ante
semejante avalancha ,semejante avalancha
de ,de
acontecimientos ,tembiasakuéra
diversas actividades ,diversas actividades
van desde un congreso mundial ,oho * un congreso mundial guive
de ,de
prostitutas ,prostitutas
dificultarán la labor de la policía ,ombohasyt *  tembiapo  tahachi _gui
de ,de
este fin ,ko opa
de ,de
semana ,arapokõindy
líderes ,líderes
de ,de
reformistas ,reformistas
de ,de
hoy ,ko'ára
festividad ,festividad
de ,de
la ,la
de ,de
de el niño , mitã'i _gui
de ,de
turistas ,turistas
aprovechan ,aprovechan
de los múltiples acontecimientos , tembiasakuéra múltiples _gua
mismo ,ae
tiempo ,ára
dan ,ome'ẽ *
cita ,cita
miles ,miles
de ,de
especialistas ,especialistas
y ,ha
expertos ,expertos
internacionales ,internacionales
preparan ,ombosako'i *
la cumbre , tu'ã
de ,de
líderes ,líderes
reformistas ,reformistas
medio ,mbytere
de ,de
todo ,todo
dos ,dos
millares ,millares
de ,de
prostitutas ,prostitutas
procedentes ,procedentes
de ,de
países ,tetãnguéra
celebran ,oropurahéi *
de ,de
hoy ,ko'ára
un congreso ,un congreso
de ,de
cinco ,cinco
días ,árakuéra
centrado ,centrado
la atención , jesareko
de su profesión ,i_ tembiapokuaa _gua
frente ,tova
de su reunión ,i_ ñemono'õ _gui
apoderarán ,apoderarán
de ,de
de las principales calles , tapekuéra pu'akave _gui
de ese mismo barrio ,ku tekoha ae _gua
honores ,honores
militares ,militares
por el presidente alemán , mburuvicha alemán _re
de ,de
distancia ,pa'ũ
la ,la
los corredores , ogaguykuéra
de ,de
la ,la
darán los últimos golpes ,ombojárat *  mbotakuéra últimos
de ,de
pedal ,pedal
de su entrada triunfal ,i_ py'ajoko triunfal _gua
la visita , temiandu
de ,de
de ,de
vista ,resa
logístico ,logístico
de las mayores pruebas , py'ara'ãnguéra kakuaave _gui
de ,de
fuerza ,mbarete
desde el aire , pytu guive
alrededor ,alrededor
de ,de
policías ,tahachikuéra
y ,ha
de ,de
seguridad ,kyhyje'ỹ
nacionales ,nacionales
y ,ha
extranjeros ,pytagua
deberán ,deberán
velar ,velar
por la seguridad , kyhyje'ỹ rupi
y ,ha
a el tiempo , ára _pe
el tránsito , jeguata
de los ciudadanos , tetaguãnguéra _gua
para ,ojoko *
como las numerosas fiestas ,ha'u *  aretekuéra numerosas
infantiles ,infantiles
de estos días ,ã árakuéra _gua
serán ,oha'et *
lugar ,tekoha
dudas ,py'amokõinguéra
los conductores , sãmbyhyhakuéra
a el tráfico , ñemu _pe
las principales arterias , tajyguekuéra pu'akave
como ,ha'u *
la ,la
o ,térã
la ,la
propia ,tee
acuden ,ohua'ĩ *
jefes ,tuvichakuéra
de ,de
gobierno ,porukái
y ,ha
de ,de
una quincena ,una quincena
de ,de
países ,tetãnguéra
francés ,francés
o ,térã
los presidentes , mburuvichakuéra
de ,de
y ,ha
de ,de
de ,de
la ,la
la mirada , ma'ẽ
estará ,oimet *
puesta ,ñemoĩ
cómo ,cómo
no ,no
de ,de
será ,oha'et *
primero ,primero
en la cumbre , ru'ã _me
y ,ha
y ,ha
viajará ,oguatat *
otorga ,ome'ẽ *
personas ,tapichakuéra
han ,oime *
alemanes ,alemanes
llevan ,ogueraha *
detalles ,sa'ihakuéra
sobre el recorrido , guataha ári
efectuará el presidente ,ojapot *  mburuvicha
fotos ,fotos
de ,de
alojará ,omoguahẽt *
utilizará ,oporut *
y ,ha
y ,ha
almorzará ,orambosat *
o ,térã
cenará ,okarut *
para todos los curiosos ,omombyta * todos los curiosos
plantean ,plantean
y ,ha
será el momento ,oha'et *  sapy'a
más ,más
para ,opyta *
ver ,ver
de ,de
mayor ,tuichave
tirada ,ñemombo
de ,de
ofrecía estos días ,akuave'ẽmi * ã árakuéra
una simple ,una simple
y ,ha
a la vez cómoda , jey piro'y _pe
solución ,ry
en la televisión , ta'angambyry _pe
de ,de
vinos ,kaguykuéra
chilenos ,chilenos
registraron un aumento ,opovyvykuri * un aumento
de ,de
ciento ,ciento
abril ,abril
pasado ,pasado
comparación ,comparación
con el mismo mes , jasy ae ndive
de ,de
los ,los
millones ,millones
de ,de
dólares ,dólares
informaron ,ombohesape'akuri *
hoy ,ko'ára
fuentes ,ykuakuéra
de el sector , pehẽngue _gua
el volumen , tuichakue
ascendió ,ojupikuri *
millones ,millones
de ,de
litros ,litros
ciento ,ciento
más ,más
el año , arajere
pasado ,pasado
vendieron a el exterior ,ombohepykuri *  oka _pe
de ,de
la ,la
de ,de
los ,los
millones ,millones
de ,de
dólares ,dólares
los ,los
millones ,millones
en el presente año , arajere oiméva _pe
de ,de
ciento ,ciento
el precio medio , repy mbytere
litro ,litro
experimentó ,experimentó
alza ,alza
dólares ,dólares
sostenido ,sostenido
los ,los
últimos ,últimos
meses ,jasykuéra
fue ,ohokuri *
y ,ha
exportadores ,exportadores
como ,ajepy'ajoko *
de ,de
suponen ,suponen
ciento ,ciento
tanto ,tanto
de ,de
representaron ,omoha'angakuri *
importante ,importante
aumentaron ,ombohetakuri *
ciento ,ciento
el informe agrega , marandu omoĩve *
de ,de
crecimiento ,akãrapu'ã
cercano ,cercano
ciento ,ciento
presenta un nuevo incremento ,oru * un incremento pyahu
de ,de
ciento ,ciento
proyecciones ,proyecciones
de ,de
el comportamiento , teko
de ,de
los ,los
últimos ,últimos
años ,arajerekuéra
en el año , arajere _pe
debería ,debería
millones ,millones
de ,de
dólares ,dólares
de ,de
exportación ,exportación
de el tamaño , sa _gua
debe ,debe
ser ,ser
necesario ,ñeikotevẽva
para ,omombyta *
pero ,jepéramo
consideró ,consideró
lo ,lo
va ,oho *
porque ,ajeve
el volumen , tuichakue
vende ,oñemu *
verá ,verá
opinión ,ñeimo'ã
de ,de
vendrá la necesidad ,out *  kotevẽ
de ,de
porque ,ajeve
de ,de
van ,oho *
los ,los
lunes ,lunes
de ,de
medidas ,ta'ãnguéra
de ,de
y ,ha
ciento ,ciento
de los empleados públicos , tembiguáikuéra pavẽ _gua
la reunión , ko'i
aseguró ,omombaretekuri *
por el gobierno , porukái rehe
de ,de
de ,de
no ha ,noimei *
el presidente , mburuvicha
de ,de
la ,la
compartía ,compartía
de las medidas , ta'ãhakuéra _gua
adoptadas ,adoptadas
por el presidente , mburuvicha rupi
y ,ha
pero ,jepéramo
advirtió ,omomarandukuri *
de ,de
el año , arajere
no muestra ,no muestra
mejorías ,mejorías
y ,ha
en la asamblea , amandaje _pe
criticó ,okaguaikuri *
la ,la
cifra ,cifra
de ,de
exportaciones ,exportaciones
brasileñas ,brasileñas
de ,de
contrabando ,contrabando
llegan ,oguahẽ *
por las grandes diferencias , moingoekuéra tuicha rupi
de ,de
precios ,tepykuekuéra
la ,la
los ,los
primeros ,primeros
meses ,jasykuéra
de el año , arajere _gui
han ,oĩ *
perdido ,perdido
puestos ,koty'ikuéra
de ,de
trabajo en el sector manufacturero ,amba'apo *  pehẽngue manufacturero _pe
de ,de
redujeron ,omomichĩvekuri *
ciento ,ciento
cayó ,ho'akuri *
ciento ,ciento
el año , arajere
pasado ,pasado
y ,ha
de ,de
ciento ,ciento
como ,ajepy'ajoko *
consecuencia ,tapykuegua
y ,ha
exportadores ,exportadores
han ,oime *
hoy ,ko'ára
otra crisis ,otra crisis
si ,si
entra ,oike *
recesión ,recesión
ante ,ante
la ,la
aseguró ,omyatãkuri *
hoy ,ko'ára
en la reunión , ko'i _pe
de ,de
prevaleció ,opu'akakuri *
principio ,ñepyrũ
de ,de
no ,no
intervención ,intervención
ante ,ante
peruana ,peruana
en la reunión extraordinaria , no'õ jepigua'ỹ _me
hoy ,ko'ára
las elecciones , poravohakuéra
inválidas ,meguã
o ,térã
nulas ,mba'evegua
la representante manifestó su seguridad , tekovia ho'ytakuri * i_ kyhyje'ỹ
de ,de
las relaciones , jokuaakuéra
y ,ha
el resto , tembyre
de ,de
países ,tetãnguéra
americanos ,americanos
continuarán en el marco ,continuarán  jere _pe
de ,de
amistad ,ñoirũ
y ,ha
cooperación ,pytyvõ
porque ,ajeve
hay ,oĩ *
intereses ,kuaasekuéra
comunes ,tapiagua
declaraciones ,ñemombe'ukuéra
