achúrakuera,achúra,N,C,0,P,menudencias,menudencia,N,C,F,P
angu'atararanguera,angu'atarara,N,C,0,P,bombos,bombo,N,C,M,P
angírũ,angírũ,N,C,0,S,amiga,amigo,N,C,F,S
angírũnguera,angírũ,N,C,0,P,amigas,amigo,N,C,F,P
angírũ,angírũ,N,C,0,S,amigo,amigo,N,C,M,S
angírũnguera,angírũ,N,C,0,P,amigos,amigo,N,C,M,P
angírũ,angírũ,N,C,0,S,compañera,compañero,N,C,F,S
angírũnguera,angírũ,N,C,0,P,compañeras,compañero,N,C,F,P
angírũ,angírũ,N,C,0,S,compañero,compañero,N,C,M,S
angírũnguera,angírũ,N,C,0,P,compañeros,compañero,N,C,M,P
ano,ano,N,C,0,S,pirincho,pirincho,N,C,M,S
anonguera,ano,N,C,0,P,pirinchos,pirincho,N,C,M,P
ao,ao,N,C,0,S,ropa,ropa,N,C,F,S
aokuera,ao,N,C,0,P,ropas,ropa,N,C,F,P
ao,ao,N,C,0,S,vestido,vestido,N,C,M,S
aokuera,ao,N,C,0,P,vestidos,vestido,N,C,M,P
ao,ao,N,C,0,S,indumentaria,indumentaria,N,C,F,S
aokuera,ao,N,C,0,P,indumentarias,indumentaria,N,C,F,P
ao,ao,N,C,0,S,hábito,hábito,N,C,M,S
aokuera,ao,N,C,0,P,hábitos,hábito,N,C,M,P
ao,ao,N,C,0,S,vestidura,vestidura,N,C,F,S
aokuera,ao,N,C,0,P,vestiduras,vestidura,N,C,F,P
ao,ao,N,C,0,S,tela,tela,N,C,F,S
aokuera,ao,N,C,0,P,telas,tela,N,C,F,P
ao,ao,N,C,0,S,lienzo,lienzo,N,C,M,S
aokuera,ao,N,C,0,P,lienzos,lienzo,N,C,M,P
aokytyha,aokytyha,N,C,0,S,plancha,plancha,N,C,F,S
aokytyhakuera,aokytyha,N,C,0,P,planchas,plancha,N,C,F,P
aomokãrã,aomokãrã,N,C,0,S,toalla,toalla,N,C,F,S
aomokãrãnguera,aomokãrã,N,C,0,P,toallas,toalla,N,C,F,P
aoveve,aoveve,N,C,0,S,bandera,bandera,N,C,F,S
aovevekuera,aoveve,N,C,0,P,banderas,bandera,N,C,F,P
aoveve,aoveve,N,C,0,S,pendón,pendón,N,C,M,S
aoveve,aoveve,N,C,0,S,pendona,pendón,N,C,F,S
aovevekuera,aoveve,N,C,0,P,pendonas,pendón,N,C,F,P
aovevekuera,aoveve,N,C,0,P,pendones,pendón,N,C,M,P
aovevekuera,aoveve,N,C,0,P,pendonos,pendón,N,C,M,P
apa,apa,N,C,0,S,calambre,calambre,N,C,M,S
apakuera,apa,N,C,0,P,calambres,calambre,N,C,M,P
apa,apa,N,C,0,S,parálisis,parálisis,N,C,F,N
apajeréi,apajeréi,N,C,0,S,vuelco,vuelco,N,C,M,S
apajeréikuera,apajeréi,N,C,0,P,vuelcos,vuelco,N,C,M,P
apajeréi,apajeréi,N,C,0,S,vuelta,vuelta,N,C,F,S
apajeréikuera,apajeréi,N,C,0,P,vueltas,vuelta,N,C,F,P
apajuái,apajuái,N,C,0,S,bochinche,bochinche,N,C,M,S
apajuáikuera,apajuái,N,C,0,P,bochinches,bochinche,N,C,M,P
apajuái,apajuái,N,C,0,S,maraña,maraña,N,C,F,S
apajuáikuera,apajuái,N,C,0,P,marañas,maraña,N,C,F,P
apakua,apakua,N,C,0,S,fardo,fardo,N,C,M,S
apakuakuera,apakua,N,C,0,P,fardos,fardo,N,C,M,P
apakua,apakua,N,C,0,S,atado,atado,N,C,M,S
apakuakuera,apakua,N,C,0,P,atados,atado,N,C,M,P
apakuapy,apakuapy,N,C,0,S,bulto,bulto,N,C,M,S
apakuapykuera,apakuapy,N,C,0,P,bultos,bulto,N,C,M,P
apakuapy,apakuapy,N,C,0,S,rollo,rollo,N,C,M,S
apakuapykuera,apakuapy,N,C,0,P,rollos,rollo,N,C,M,P
apasusũ,apasusũ,N,C,0,S,barrizal,barrizal,N,C,M,S
apasusũkuera,apasusũ,N,C,0,P,barrizales,barrizal,N,C,M,P
apasusũ,apasusũ,N,C,0,S,lodazal,lodazal,N,C,M,S
apasusũkuera,apasusũ,N,C,0,P,lodazales,lodazal,N,C,M,P
apasusũ,apasusũ,N,C,0,S,pantano,pantano,N,C,M,S
apasusũkuera,apasusũ,N,C,0,P,pantanos,pantano,N,C,M,P
apañuãi,apañuãi,N,C,0,S,enredo,enredo,N,C,M,S
apañuãikuera,apañuãi,N,C,0,P,enredos,enredo,N,C,M,P
apañuãi,apañuãi,N,C,0,S,confusión,confusión,N,C,F,S
apañuãikuera,apañuãi,N,C,0,P,confusiones,confusión,N,C,F,P
apañuãi,apañuãi,N,C,0,S,embrollo,embrollo,N,C,M,S
apañuãikuera,apañuãi,N,C,0,P,embrollos,embrollo,N,C,M,P
apañuãi,apañuãi,N,C,0,S,bochinche,bochinche,N,C,M,S
apañuãikuera,apañuãi,N,C,0,P,bochinches,bochinche,N,C,M,P
apañuãi,apañuãi,N,C,0,S,complicación,complicación,N,C,F,S
apañuãikuera,apañuãi,N,C,0,P,complicaciones,complicación,N,C,F,P
apañuãi,apañuãi,N,C,0,S,revuelta,revuelta,N,C,F,S
apañuãikuera,apañuãi,N,C,0,P,revueltas,revuelta,N,C,F,P
ape,ape,N,C,0,S,superficie,superficie,N,C,F,S
apekuera,ape,N,C,0,P,superficies,superficie,N,C,F,P
ape,ape,N,C,0,S,corteza,corteza,N,C,F,S
apekuera,ape,N,C,0,P,cortezas,corteza,N,C,F,P
ape,ape,N,C,0,S,piel,piel,N,C,F,S
apekuera,ape,N,C,0,P,pieles,piel,N,C,F,P
ape,ape,N,C,0,S,escama,escama,N,C,F,S
apekuera,ape,N,C,0,P,escamas,escama,N,C,F,P
ape,ape,N,C,0,S,cáscara,cáscara,N,C,F,S
apekuera,ape,N,C,0,P,cáscaras,cáscara,N,C,F,P
ape,ape,N,C,0,S,tapa,tapa,N,C,F,S
apekuera,ape,N,C,0,P,tapas,tapa,N,C,F,P
ape,ape,N,C,0,S,forro,forro,N,C,M,S
apekuera,ape,N,C,0,P,forros,forro,N,C,M,P
ape,ape,N,C,0,S,caparazón,caparazón,N,C,M,S
apekuera,ape,N,C,0,P,caparazones,caparazón,N,C,M,P
apekuera,ape,N,C,0,P,caparazónes,caparazón,N,C,M,P
ape,ape,N,C,0,S,capa,capa,N,C,F,S
apekuera,ape,N,C,0,P,capas,capa,N,C,F,P
apekangue,apekangue,N,C,0,S,espinazo,espinazo,N,C,M,S
apekanguenguera,apekangue,N,C,0,P,espinazos,espinazo,N,C,M,P
apekue,apekue,N,C,0,S,piel,piel,N,C,F,S
apekuekuera,apekue,N,C,0,P,pieles,piel,N,C,F,P
apekue,apekue,N,C,0,S,caparazón,caparazón,N,C,M,S
apekuekuera,apekue,N,C,0,P,caparazones,caparazón,N,C,M,P
apekuekuera,apekue,N,C,0,P,caparazónes,caparazón,N,C,M,P
apekue,apekue,N,C,0,S,peladura,peladura,N,C,F,S
apekuekuera,apekue,N,C,0,P,peladuras,peladura,N,C,F,P
apekuma,apekuma,N,C,0,S,hollín,hollín,N,C,M,S
apekumanguera,apekuma,N,C,0,P,hollines,hollín,N,C,M,P
apekuma,apekuma,N,C,0,S,tizne,tizne,N,C,M,S
apekumanguera,apekuma,N,C,0,P,tiznes,tizne,N,C,M,P
apekũ,apekũ,N,C,0,S,paladar,paladar,N,C,M,S
apekũkuera,apekũ,N,C,0,P,paladares,paladar,N,C,M,P
apekũguy,apekũguy,N,C,0,S,campanilla,campanilla,N,C,F,S
apekũguykuera,apekũguy,N,C,0,P,campanillas,campanilla,N,C,F,P
apeno,apeno,N,C,0,S,roncha,roncha,N,C,F,S
apenonguera,apeno,N,C,0,P,ronchas,roncha,N,C,F,P
apeno,apeno,N,C,0,S,urticaria,urticaria,N,C,F,S
apenonguera,apeno,N,C,0,P,urticarias,urticaria,N,C,F,P
apeno,apeno,N,C,0,S,hinchazón,hinchazón,N,C,F,S
apenonguera,apeno,N,C,0,P,hinchazones,hinchazón,N,C,F,P
apeno,apeno,N,C,0,S,moretón,moretón,N,C,M,S
apenonguera,apeno,N,C,0,P,moretones,moretón,N,C,M,P
apesã,apesã,N,C,0,S,racimo,racimo,N,C,M,S
apesãkuera,apesã,N,C,0,P,racimos,racimo,N,C,M,P
apesã,apesã,N,C,0,S,manojo,manojo,N,C,M,S
apesãkuera,apesã,N,C,0,P,manojos,manojo,N,C,M,P
apesã,apesã,N,C,0,S,ristra,ristra,N,C,F,S
apesãkuera,apesã,N,C,0,P,ristras,ristra,N,C,F,P
apesã,apesã,N,C,0,S,ramo,ramo,N,C,M,S
apesãkuera,apesã,N,C,0,P,ramos,ramo,N,C,M,P
api,api,N,C,0,S,piel,piel,N,C,F,S
apikuera,api,N,C,0,P,pieles,piel,N,C,F,P
apiha,apiha,N,C,0,S,tirador,tirador,N,C,M,S
apiha,apiha,N,C,0,S,tiradora,tirador,N,C,F,S
apihakuera,apiha,N,C,0,P,tiradoras,tirador,N,C,F,P
apihakuera,apiha,N,C,0,P,tiradores,tirador,N,C,M,P
apiku'i,apiku'i,N,C,0,S,caspa,caspa,N,C,F,S
apiku'ikuera,apiku'i,N,C,0,P,caspas,caspa,N,C,F,P
apirype,apirype,N,C,0,S,eczema,eczema,N,C,M,S
apirypekuera,apirype,N,C,0,P,eczemas,eczema,N,C,M,P
apoha,apoha,N,C,0,S,profesión,profesión,N,C,F,S
apohakuera,apoha,N,C,0,P,profesiones,profesión,N,C,F,P
apoha,apoha,N,C,0,S,oficio,oficio,N,C,M,S
apohakuera,apoha,N,C,0,P,oficios,oficio,N,C,M,P
apohare,apohare,N,C,0,S,hacedor,hacedor,N,C,M,S
apohare,apohare,N,C,0,S,hacedora,hacedor,N,C,F,S
apoharekuera,apohare,N,C,0,P,hacedoras,hacedor,N,C,F,P
apoharekuera,apohare,N,C,0,P,hacedores,hacedor,N,C,M,P
apohare,apohare,N,C,0,S,creador,creador,N,C,M,S
apohare,apohare,N,C,0,S,creadora,creador,N,C,F,S
apoharekuera,apohare,N,C,0,P,creadoras,creador,N,C,F,P
apoharekuera,apohare,N,C,0,P,creadores,creador,N,C,M,P
apohare,apohare,N,C,0,S,ejecutor,ejecutor,N,C,M,S
apohare,apohare,N,C,0,S,ejecutora,ejecutor,N,C,F,S
apoharekuera,apohare,N,C,0,P,ejecutoras,ejecutor,N,C,F,P
apoharekuera,apohare,N,C,0,P,ejecutores,ejecutor,N,C,M,P
apohare,apohare,N,C,0,S,autor,autor,N,C,M,S
apohare,apohare,N,C,0,S,autora,autor,N,C,F,S
apoharekuera,apohare,N,C,0,P,autoras,autor,N,C,F,P
apoharekuera,apohare,N,C,0,P,autores,autor,N,C,M,P
apohare,apohare,N,C,0,S,causante,causante,N,C,C,S
apoharekuera,apohare,N,C,0,P,causantes,causante,N,C,C,P
apohára,apohára,N,C,0,S,autor,autor,N,C,M,S
apohára,apohára,N,C,0,S,autora,autor,N,C,F,S
apohárakuera,apohára,N,C,0,P,autoras,autor,N,C,F,P
apohárakuera,apohára,N,C,0,P,autores,autor,N,C,M,P
apohára,apohára,N,C,0,S,creador,creador,N,C,M,S
apohára,apohára,N,C,0,S,creadora,creador,N,C,F,S
apohárakuera,apohára,N,C,0,P,creadoras,creador,N,C,F,P
apohárakuera,apohára,N,C,0,P,creadores,creador,N,C,M,P
apojovái,apojovái,N,C,0,S,reacción,reacción,N,C,F,S
apojováikuera,apojovái,N,C,0,P,reacciones,reacción,N,C,F,P
apokytã,apokytã,N,C,0,S,nudo,nudo,N,C,M,S
apokytãkuera,apokytã,N,C,0,P,nudos,nudo,N,C,M,P
apokytã,apokytã,N,C,0,S,enredo,enredo,N,C,M,S
apokytãkuera,apokytã,N,C,0,P,enredos,enredo,N,C,M,P
apokytã,apokytã,N,C,0,S,lazada,lazada,N,C,F,S
apokytãkuera,apokytã,N,C,0,P,lazadas,lazada,N,C,F,P
apoporãmby,apoporãmby,N,C,0,S,favor,favor,N,C,M,S
apoporãmbynguera,apoporãmby,N,C,0,P,favores,favor,N,C,M,P
apoporãmby,apoporãmby,N,C,0,S,gracia,gracia,N,C,F,S
apoporãmbynguera,apoporãmby,N,C,0,P,gracias,gracia,N,C,F,P
apopy,apopy,N,C,0,S,práctica,práctica,N,C,F,S
apopykuera,apopy,N,C,0,P,prácticas,práctica,N,C,F,P
apopy,apopy,N,C,0,S,elaboración,elaboración,N,C,F,S
apopykuera,apopy,N,C,0,P,elaboraciones,elaboración,N,C,F,P
apopy,apopy,N,C,0,S,fabricación,fabricación,N,C,F,S
apopykuera,apopy,N,C,0,P,fabricaciones,fabricación,N,C,F,P
apopyre,apopyre,N,C,0,S,obra,obra,N,C,F,S
apopyrekuera,apopyre,N,C,0,P,obras,obra,N,C,F,P
apopyre,apopyre,N,C,0,S,hechura,hechura,N,C,F,S
apopyrekuera,apopyre,N,C,0,P,hechuras,hechura,N,C,F,P
apopyre,apopyre,N,C,0,S,técnica,técnica,N,C,F,S
apopyre,apopyre,N,C,0,S,técnica,técnico,N,C,F,S
apopyrekuera,apopyre,N,C,0,P,técnicas,técnica,N,C,F,P
apopyrã,apopyrã,N,C,0,S,deber,deber,N,C,M,S
apopyrãkuera,apopyrã,N,C,0,P,deberes,deber,N,C,M,P
apopyrã,apopyrã,N,C,0,S,reglamento,reglamento,N,C,M,S
apopyrãkuera,apopyrã,N,C,0,P,reglamentos,reglamento,N,C,M,P
aporeko,aporeko,N,C,0,S,técnica,técnica,N,C,F,S
aporeko,aporeko,N,C,0,S,técnica,técnico,N,C,F,S
aporekokuera,aporeko,N,C,0,P,técnicas,técnica,N,C,F,P
aporeko,aporeko,N,C,0,S,procedimiento,procedimiento,N,C,M,S
aporekokuera,aporeko,N,C,0,P,procedimientos,procedimiento,N,C,M,P
aporeko,aporeko,N,C,0,S,ejecutoria,ejecutoria,N,C,F,S
aporekokuera,aporeko,N,C,0,P,ejecutorias,ejecutoria,N,C,F,P
apose,apose,N,C,0,S,intención,intención,N,C,F,S
aposekuera,apose,N,C,0,P,intenciones,intención,N,C,F,P
apoukaha,apoukaha,N,C,0,S,mandante,mandante,N,C,M,S
apoukahakuera,apoukaha,N,C,0,P,mandantes,mandante,N,C,M,P
apoukaha,apoukaha,N,C,0,S,motivo,motivo,N,C,M,S
apoukahakuera,apoukaha,N,C,0,P,motivos,motivo,N,C,M,P
apoukaha,apoukaha,N,C,0,S,mandamiento,mandamiento,N,C,M,S
apoukahakuera,apoukaha,N,C,0,P,mandamientos,mandamiento,N,C,M,P
apoukapy,apoukapy,N,C,0,S,deber,deber,N,C,M,S
apoukapykuera,apoukapy,N,C,0,P,deberes,deber,N,C,M,P
apoukapy,apoukapy,N,C,0,S,mandamiento,mandamiento,N,C,M,S
apoukapykuera,apoukapy,N,C,0,P,mandamientos,mandamiento,N,C,M,P
apoukapy,apoukapy,N,C,0,S,regla,regla,N,C,F,S
apoukapykuera,apoukapy,N,C,0,P,reglas,regla,N,C,F,P
apoukarã,apoukarã,N,C,0,S,ordenanza,ordenanza,N,C,C,S
apoukarãkuera,apoukarã,N,C,0,P,ordenanzas,ordenanza,N,C,C,P
apoukarã,apoukarã,N,C,0,S,deber,deber,N,C,M,S
apoukarãkuera,apoukarã,N,C,0,P,deberes,deber,N,C,M,P
apovaihare,apovaihare,N,C,0,S,rea,reo,N,C,F,S
apovaiharekuera,apovaihare,N,C,0,P,reas,reo,N,C,F,P
apovaihare,apovaihare,N,C,0,S,reo,reo,N,C,M,S
apovaiharekuera,apovaihare,N,C,0,P,reos,reo,N,C,M,P
apovaihare,apovaihare,N,C,0,S,malhechor,malhechor,N,C,M,S
apovaihare,apovaihare,N,C,0,S,malhechora,malhechor,N,C,F,S
apovaiharekuera,apovaihare,N,C,0,P,malhechoras,malhechor,N,C,F,P
apovaiharekuera,apovaihare,N,C,0,P,malhechores,malhechor,N,C,M,P
apo'i,apo'i,N,C,0,S,desprecio,desprecio,N,C,M,S
apo'ikuera,apo'i,N,C,0,P,desprecios,desprecio,N,C,M,P
apu'a,apu'a,N,C,0,S,ovillo,ovillo,N,C,M,S
apu'akuera,apu'a,N,C,0,P,ovillos,ovillo,N,C,M,P
apu'a,apu'a,N,C,0,S,perímetro,perímetro,N,C,M,S
apu'akuera,apu'a,N,C,0,P,perímetros,perímetro,N,C,M,P
apu'a,apu'a,N,C,0,S,ruedo,ruedo,N,C,M,S
apu'akuera,apu'a,N,C,0,P,ruedos,ruedo,N,C,M,P
apu'a,apu'a,N,C,0,S,redondel,redondel,N,C,M,S
apu'akuera,apu'a,N,C,0,P,redondeles,redondel,N,C,M,P
apu'a,apu'a,N,C,0,S,argolla,argolla,N,C,F,S
apu'akuera,apu'a,N,C,0,P,argollas,argolla,N,C,F,P
apy,apy,N,C,0,S,fin,fin,N,C,M,S
apykuera,apy,N,C,0,P,fines,fin,N,C,M,P
apy,apy,N,C,0,S,final,final,N,C,C,S
apykuera,apy,N,C,0,P,finales,final,N,C,C,P
apy,apy,N,C,0,S,término,término,N,C,M,S
apykuera,apy,N,C,0,P,términos,término,N,C,M,P
apy,apy,N,C,0,S,extremo,extremo,N,C,M,S
apykuera,apy,N,C,0,P,extremos,extremo,N,C,M,P
apy,apy,N,C,0,S,cabo,cabo,N,C,M,S
apykuera,apy,N,C,0,P,cabos,cabo,N,C,M,P
apy,apy,N,C,0,S,límite,límite,N,C,M,S
apykuera,apy,N,C,0,P,límites,límite,N,C,M,P
apy,apy,N,C,0,S,punta,punta,N,C,F,S
apykuera,apy,N,C,0,P,puntas,punta,N,C,F,P
apy,apy,N,C,0,S,desenlace,desenlace,N,C,M,S
apykuera,apy,N,C,0,P,desenlaces,desenlace,N,C,M,P
apy,apy,N,C,0,S,tope,tope,N,C,M,S
apykuera,apy,N,C,0,P,topes,tope,N,C,M,P
apy,apy,N,C,0,S,remate,remate,N,C,M,S
apykuera,apy,N,C,0,P,remates,remate,N,C,M,P
apy,apy,N,C,0,S,ápice,ápice,N,C,M,S
apykuera,apy,N,C,0,P,ápices,ápice,N,C,M,P
apyka,apyka,N,C,0,S,asiento,asiento,N,C,M,S
apykakuera,apyka,N,C,0,P,asientos,asiento,N,C,M,P
apyka,apyka,N,C,0,S,banco,banco,N,C,M,S
apykakuera,apyka,N,C,0,P,bancos,banco,N,C,M,P
apyka,apyka,N,C,0,S,silla,silla,N,C,F,S
apykakuera,apyka,N,C,0,P,sillas,silla,N,C,F,P
apyka,apyka,N,C,0,S,escaño,escaño,N,C,M,S
apykakuera,apyka,N,C,0,P,escaños,escaño,N,C,M,P
apynguanguera,apyngua,N,C,0,P,narices,nariz,N,C,F,P
apyngua,apyngua,N,C,0,S,nariz,nariz,N,C,F,S
apyngua,apyngua,N,C,0,S,hocico,hocico,N,C,M,S
apynguanguera,apyngua,N,C,0,P,hocicos,hocico,N,C,M,P
apype,apype,N,C,0,S,cumbre,cumbre,N,C,F,S
apypekuera,apype,N,C,0,P,cumbres,cumbre,N,C,F,P
apysa,apysa,N,C,0,S,oído,oído,N,C,M,S
apysakuera,apysa,N,C,0,P,oídos,oído,N,C,M,P
apysa'ỹ,apysa'ỹ,N,C,0,S,sordera,sordera,N,C,F,S
apysa'ỹkuera,apysa'ỹ,N,C,0,P,sorderas,sordera,N,C,F,P
apyte,apyte,N,C,0,S,centro,centro,N,C,M,S
apytekuera,apyte,N,C,0,P,centros,centro,N,C,M,P
apyte,apyte,N,C,0,S,medio,medio,N,C,M,S
apytekuera,apyte,N,C,0,P,medios,medio,N,C,M,P
apyte,apyte,N,C,0,S,coronilla,coronilla,N,C,F,S
apytekuera,apyte,N,C,0,P,coronillas,coronilla,N,C,F,P
apytere,apytere,N,C,0,S,centro,centro,N,C,M,S
apyterekuera,apytere,N,C,0,P,centros,centro,N,C,M,P
apytere,apytere,N,C,0,S,medio,medio,N,C,M,S
apyterekuera,apytere,N,C,0,P,medios,medio,N,C,M,P
apytere,apytere,N,C,0,S,médula,médula,N,C,F,S
apyterekuera,apytere,N,C,0,P,médulas,médula,N,C,F,P
apytere,apytere,N,C,0,S,coronilla,coronilla,N,C,F,S
apyterekuera,apytere,N,C,0,P,coronillas,coronilla,N,C,F,P
apytu'ũ,apytu'ũ,N,C,0,S,cerebro,cerebro,N,C,M,S
apytu'ũkuera,apytu'ũ,N,C,0,P,cerebros,cerebro,N,C,M,P
apytu'ũ,apytu'ũ,N,C,0,S,juicio,juicio,N,C,M,S
apytu'ũkuera,apytu'ũ,N,C,0,P,juicios,juicio,N,C,M,P
apytu'ũ,apytu'ũ,N,C,0,S,entendimiento,entendimiento,N,C,M,S
apytu'ũkuera,apytu'ũ,N,C,0,P,entendimientos,entendimiento,N,C,M,P
apytu'ũ,apytu'ũ,N,C,0,S,intelecto,intelecto,N,C,M,S
apytu'ũkuera,apytu'ũ,N,C,0,P,intelectos,intelecto,N,C,M,P
apytu'ũ,apytu'ũ,N,C,0,S,mollera,mollera,N,C,F,S
apytu'ũkuera,apytu'ũ,N,C,0,P,molleras,mollera,N,C,F,P
apytu'ũ,apytu'ũ,N,C,0,S,mente,mente,N,C,F,S
apytu'ũkuera,apytu'ũ,N,C,0,P,mentes,mente,N,C,F,P
apytu'ũroky,apytu'ũroky,N,C,0,S,pensamiento,pensamiento,N,C,M,S
apytu'ũrokykuera,apytu'ũroky,N,C,0,P,pensamientos,pensamiento,N,C,M,P
apytu'ũroky,apytu'ũroky,N,C,0,S,idea,idea,N,C,F,S
apytu'ũrokykuera,apytu'ũroky,N,C,0,P,ideas,idea,N,C,F,P
apytĩ,apytĩ,N,C,0,S,vínculo,vínculo,N,C,M,S
apytĩkuera,apytĩ,N,C,0,P,vínculos,vínculo,N,C,M,P
apytĩ,apytĩ,N,C,0,S,lazo,lazo,N,C,M,S
apytĩkuera,apytĩ,N,C,0,P,lazos,lazo,N,C,M,P
apytĩ,apytĩ,N,C,0,S,unión,unión,N,C,F,S
apytĩkuera,apytĩ,N,C,0,P,uniones,unión,N,C,F,P
apytĩkuera,apytĩ,N,C,0,P,uniónes,unión,N,C,F,P
apytĩ,apytĩ,N,C,0,S,nexo,nexo,N,C,M,S
apytĩkuera,apytĩ,N,C,0,P,nexos,nexo,N,C,M,P
apytĩha,apytĩha,N,C,0,S,ligadura,ligadura,N,C,F,S
apytĩhakuera,apytĩha,N,C,0,P,ligaduras,ligadura,N,C,F,P
apytĩmby,apytĩmby,N,C,0,S,bulto,bulto,N,C,M,S
apytĩmbynguera,apytĩmby,N,C,0,P,bultos,bulto,N,C,M,P
apytĩmby,apytĩmby,N,C,0,S,paquete,paquete,N,C,M,S
apytĩmbynguera,apytĩmby,N,C,0,P,paquetes,paquete,N,C,M,P
apytĩmby,apytĩmby,N,C,0,S,envoltorio,envoltorio,N,C,M,S
apytĩmbynguera,apytĩmby,N,C,0,P,envoltorios,envoltorio,N,C,M,P
apytĩmby,apytĩmby,N,C,0,S,atado,atado,N,C,M,S
apytĩmbynguera,apytĩmby,N,C,0,P,atados,atado,N,C,M,P
apytĩngue,apytĩngue,N,C,0,S,nudo,nudo,N,C,M,S
apytĩnguenguera,apytĩngue,N,C,0,P,nudos,nudo,N,C,M,P
apáva,apáva,N,C,0,S,paralítica,paralítico,N,C,F,S
apávakuera,apáva,N,C,0,P,paralíticas,paralítico,N,C,F,P
apáva,apáva,N,C,0,S,paralítico,paralítico,N,C,M,S
apávakuera,apáva,N,C,0,P,paralíticos,paralítico,N,C,M,P
apéro,apéro,N,C,0,S,silla,silla,N,C,F,S
apérokuera,apéro,N,C,0,P,sillas,silla,N,C,F,P
apýra,apýra,N,C,0,S,punta,punta,N,C,F,S
apýrakuera,apýra,N,C,0,P,puntas,punta,N,C,F,P
apýra,apýra,N,C,0,S,extremo,extremo,N,C,M,S
apýrakuera,apýra,N,C,0,P,extremos,extremo,N,C,M,P
apýra,apýra,N,C,0,S,límite,límite,N,C,M,S
apýrakuera,apýra,N,C,0,P,límites,límite,N,C,M,P
apýra,apýra,N,C,0,S,fin,fin,N,C,M,S
apýrakuera,apýra,N,C,0,P,fines,fin,N,C,M,P
apýra,apýra,N,C,0,S,final,final,N,C,C,S
apýrakuera,apýra,N,C,0,P,finales,final,N,C,C,P
apýra,apýra,N,C,0,S,cabo,cabo,N,C,M,S
apýrakuera,apýra,N,C,0,P,cabos,cabo,N,C,M,P
apýra,apýra,N,C,0,S,tope,tope,N,C,M,S
apýrakuera,apýra,N,C,0,P,topes,tope,N,C,M,P
apýra,apýra,N,C,0,S,orilla,orilla,N,C,F,S
apýrakuera,apýra,N,C,0,P,orillas,orilla,N,C,F,P
apýra,apýra,N,C,0,S,ápice,ápice,N,C,M,S
apýrakuera,apýra,N,C,0,P,ápices,ápice,N,C,M,P
apýra,apýra,N,C,0,S,remate,remate,N,C,M,S
apýrakuera,apýra,N,C,0,P,remates,remate,N,C,M,P
apýra,apýra,N,C,0,S,término,término,N,C,M,S
apýrakuera,apýra,N,C,0,P,términos,término,N,C,M,P
apỹi,apỹi,N,C,0,S,punta,punta,N,C,F,S
apỹikuera,apỹi,N,C,0,P,puntas,punta,N,C,F,P
apỹi,apỹi,N,C,0,S,extremo,extremo,N,C,M,S
apỹikuera,apỹi,N,C,0,P,extremos,extremo,N,C,M,P
apỹi,apỹi,N,C,0,S,lazada,lazada,N,C,F,S
apỹikuera,apỹi,N,C,0,P,lazadas,lazada,N,C,F,P
apỹi,apỹi,N,C,0,S,nudo,nudo,N,C,M,S
apỹikuera,apỹi,N,C,0,P,nudos,nudo,N,C,M,P
arahechauka,arahechauka,N,C,0,S,calendario,calendario,N,C,M,S
arahechaukakuera,arahechauka,N,C,0,P,calendarios,calendario,N,C,M,P
arai,arai,N,C,0,S,nube,nube,N,C,F,S
araikuera,arai,N,C,0,P,nubes,nube,N,C,F,P
araity,araity,N,C,0,S,cera,cera,N,C,F,S
araitykuera,araity,N,C,0,P,ceras,cera,N,C,F,P
arajere,arajere,N,C,0,S,año,año,N,C,M,S
arajerekuera,arajere,N,C,0,P,años,año,N,C,M,P
araka,araka,N,C,0,S,guacamayo,guacamayo,N,C,M,S
arakakuera,araka,N,C,0,P,guacamayos,guacamayo,N,C,M,P
aramboty,aramboty,N,C,0,S,cumpleaños,cumpleaños,N,C,M,N
arandu,arandu,N,C,0,S,inteligencia,inteligencia,N,C,F,S
arandunguera,arandu,N,C,0,P,inteligencias,inteligencia,N,C,F,P
arandu,arandu,N,C,0,S,cultura,cultura,N,C,F,S
arandunguera,arandu,N,C,0,P,culturas,cultura,N,C,F,P
arandu,arandu,N,C,0,S,sabiduría,sabiduría,N,C,F,S
arandunguera,arandu,N,C,0,P,sabidurías,sabiduría,N,C,F,P
arandukaenda,arandukaenda,N,C,0,S,biblioteca,biblioteca,N,C,F,S
arandukaendanguera,arandukaenda,N,C,0,P,bibliotecas,biblioteca,N,C,F,P
arapaha,arapaha,N,C,0,S,horizonte,horizonte,N,C,M,S
arapahakuera,arapaha,N,C,0,P,horizontes,horizonte,N,C,M,P
arapa'ũ,arapa'ũ,N,C,0,S,plazo,plazo,N,C,M,S
arapa'ũkuera,arapa'ũ,N,C,0,P,plazos,plazo,N,C,M,P
arapokõindy,arapokõindy,N,C,0,S,semana,semana,N,C,F,S
arapokõindynguera,arapokõindy,N,C,0,P,semanas,semana,N,C,F,P
arapy,arapy,N,C,0,S,mundo,mundo,N,C,M,S
arapykuera,arapy,N,C,0,P,mundos,mundo,N,C,M,P
arapy,arapy,N,C,0,S,universo,universo,N,C,M,S
arapykuera,arapy,N,C,0,P,universos,universo,N,C,M,P
arapy,arapy,N,C,0,S,espacio,espacio,N,C,M,S
arapykuera,arapy,N,C,0,P,espacios,espacio,N,C,M,P
arapy,arapy,N,C,0,S,firmamento,firmamento,N,C,M,S
